TITOLO,ISSN
PUBLIC ADMINISTRATION QUARTERLY,0734-9149
PUBLIC ADMINISTRATION REVIEW,0033-3352
PUBLIC ADMINISTRATION REVIEW,1540-6210
PUBLIC CHOICE,0048-5829
PUBLIC CHOICE,1573-7101
PUBLIC CULTURE,0899-2363
PUBLIC HEALTH REPORTS,0033-3549
PUBLIC MANAGEMENT,0033-3611
PUBLIC MANAGEMENT REVIEW,1471-9037
PUBLIC OPINION QUARTERLY,0033-362X
PUBLIC OPINION QUARTERLY,1537-5331
PUBLIC ORGANIZATION REVIEW,1566-7170
PUBLIC POLICY AND ADMINISTRATION,0952-0767
PUBLIC POLICY AND ADMINISTRATION,1749-4192
PUBLIC RELATIONS REVIEW,0363-8111
PUBLIC UNDERSTANDING OF SCIENCE,0963-6625
PUBLIC UNDERSTANDING OF SCIENCE,1361-6609
PUBLIKATIONSPORTAL EUROPÄISCHE FRIEDENSVERTRÄGE,1867-9714
PUBLIUS,0048-5950
PUENTES,1669-8452
PUNISHMENT & SOCIETY,1462-4745
QA,1971-4017
QA,1971-7415
QDS. QUADERNI DI DIDATTICA DELLA SCRITTURA,1825-8301
QE. QUALITÀ EQUITÀ,.
QF. QUADERNI DI FARESTORIA,1828-4884
Q-TIMES WEBMAGAZINE,2038-3282
QUADERNI - CENTRO DI RICERCHE STORICHE ROVIGNO,0350-6746
QUADERNI ASIATICI,.
QUADERNI ASIATICI,2038-9795
QUADERNI COSTITUZIONALI,0392-6664
QUADERNI DEL '900,1720-0180
QUADERNI DEL CREAM,1970-867X
QUADERNI DEL CSCI,1885-1975
"QUADERNI DEL DIPARTIMENTO DI FILOLOGIA, LINGUISTICA E TRADIZIONE CLASSICA",1124-8602
QUADERNI DEL DIPARTIMENTO DI SCIENZE POLITICHE,2239-7302
QUADERNI DEL DIPARTIMENTO DI STUDI POLITICI,.
QUADERNI DEL SAVENA,1590-4938
QUADERNI DELLA CASA ROMENA DI VENEZIA,1583-9397
QUADERNI DELL'AUTONOMIA,.
QUADERNI DELL'OSSERVATORIO ELETTORALE,0392-6753
QUADERNI DI DIRITTO E POLITICA ECCLESIASTICA,1122-0392
QUADERNI DI INTERCULTURA,2035-858X
QUADERNI DI MANAGEMENT,.
QUADERNI DI RASSEGNA SINDACALE. LAVORI,1590-9689
QUADERNI DI RELAZIONI INTERNAZIONALI,1125-9663
QUADERNI DI RICERCA SULL'ARTIGIANATO,1590-296X
QUADERNI DI SABBIA,2239-9585
QUADERNI DI SCIENZA POLITICA,1124-7959
QUADERNI DI SOCIOLOGIA,0033-4952
QUADERNI DI STORIA,0391-6936
QUADERNI DI STORIA,1722-5043
QUADERNI DI STORIA DELL'UNIVERSITÀ DI TORINO,1721-5838
QUADERNI DI STORIA RELIGIOSA,1126-9200
QUADERNI DI TEORIA SOCIALE,1824-4750
QUADERNI D'ITALIANISTICA,0226-8043
QUADERNI DONNA & RICERCA,1827-5982
QUADERNI EUROPEI DEL NUOVO WELFARE,1970-8939
QUADERNI FIORENTINI PER LA STORIA DEL PENSIERO GIURIDICO MODERNO,0392-1867
QUADERNI GIULIANI DI STORIA,1124-0970
QUADERNI LUPIENSI DI STORIA E DIRITTO,2240-2772
QUADERNI MATERIALISTI,1972-3792
QUADERNI REGIONALI,1593-862X
QUADERNI SOMESS,.
QUADERNI STORICI,0301-6307
QUADERNO DEL DIPARTIMENTO DI LETTERATURE COMPARATE,.
QUADERNO DEL LABORATORIO UNIVERSITARIO VOLTERRANO,1592-9922
QUADERNO DI COMUNICAZIONE,.
QUADERNO DI STORIA CONTEMPORANEA,1122-536X
QUADERNO. ASSOCIAZIONE PER GLI STUDI E LE RICERCHE PARLAMENTARI,.
QUADERNS DE FILOSOFIA I CIÈNCIA,0213-5965
QUADERNS D'ITALIÀ,1135-9730
QUADERNS-E,1696-8298
QUAESTIO,1379-2547
QUALITÀ,2037-4186
QUALITATIVE INQUIRY,1077-8004
QUALITATIVE RESEARCH,1468-7941
QUALITATIVE RESEARCH IN ORGANIZATIONS AND MANAGEMENT,1746-5648
QUALITATIVE SOCIOLOGY,0162-0436
QUALITATIVE SOCIOLOGY REVIEW,1733-8077
QUALITY & QUANTITY,0033-5177
QUALITY AND QUANTITY,1573-7845
QUALITY OF LIFE RESEARCH,0962-9343
QUARTERLY JOURNAL OF ECONOMICS,0033-5533
QUARTERLY JOURNAL OF IDEOLOGY [ONLINE VERSION],.
QUARTERLY JOURNAL OF POLITICAL SCIENCE,1554-0626
QUARTERLY JOURNAL OF POLITICAL SCIENCE,1554-0634
QUELLEN UND FORSCHUNGEN AUS ITALIENISCHEN ARCHIVEN UND BIBLIOTHEKEN,0079-9068
QUEST,2037-741X
QUESTE ISTITUZIONI,1121-3353
QUESTIONI E DOCUMENTI,1722-8557
QUIMERA,0211-3325
RA,2038-5048
RA XIMHAI,1665-0441
RACE & CLASS,0306-3968
RACE ETHNICITY,1935-8644
RADICAL PHILOSOPHY REVIEW,1388-4441
RADICAL PHILOSOPHY REVIEW,1569-1659
RAGION PRATICA,1720-2396
RAISON PRÉSENTE,0033-9075
RAISONS POLITIQUES,1291-1941
RASSEGNA BIBLIOGRAFICA. INFANZIA E ADOLESCENZA,1722-859X
RASSEGNA DANNUNZIANA,1127-6134
RASSEGNA DI DIRITTO PUBBLICO EUROPEO,1722-7119
RASSEGNA DI PSICOLOGIA,1125-5196
RASSEGNA DI SERVIZIO SOCIALE,0033-9601
RASSEGNA DI STUDI CROCIANI,1127-610X
RASSEGNA DI STUDI E RICERCHE,1722-277X
RASSEGNA DI STUDI PSICHIATRICI,0033-9636
RASSEGNA DI TEOLOGIA,0033-9644
RASSEGNA ECONOMICA,0390-010X
RASSEGNA EUROPEA,.
RASSEGNA ITALIANA DI CRIMINOLOGIA,1121-1717
RASSEGNA ITALIANA DI LINGUISTICA APPLICATA,0033-9725
RASSEGNA ITALIANA DI SOCIOLOGIA,0486-0349
RASSEGNA SICILIANA DI STORIA E CULTURA,1127-316X
RASSEGNA STORICA DEL RISORGIMENTO,0033-9873
RASSEGNA STORICA SALERNITANA,0394-4018
RASSEGNA STORICA TOSCANA,0033-9881
RATIO JURIS,0952-1917
RATIO SOCIOLOGICA,2035-3871
RATIONALITY AND SOCIETY,1043-4631
RAUMPLANUNG,0176-7534
RAZZISMO & MODERNITÀ,.
RC. REVISTA DE CULTURA,1682-1106
RC. WENHUA ZAZHI,0872-4407
REALITAS,2280-5265
RECHERCHES EN COMMUNICATION,1370-0480
RECHERCHES SOCIOLOGIQUES,0771-677X
RECHERCHES SOCIOLOGIQUES ET ANTHROPOLOGIQUES,1782-1592
RECHERCHES SUR LE XVIIEME SIECLE,0180-0345
RECHTSGESCHICHTE,1619-4993
RECHTSGESCHICHTE,2195-9617
RECHTSHISTORISCHES JOURNAL,0723-1180
REFLECTIVE PRACTICE,1462-3943
REFORMATION & RENAISSANCE REVIEW,1462-2459
REGIONAL AND FEDERAL STUDIES,1359-7566
REGIONAL ENVIRONMENTAL CHANGE,1436-3798
REGIONAL STUDIES,0034-3404
REGULATION & GOVERNANCE,1748-5983
REGULATION & GOVERNANCE,1748-5991
REHABILITATION COUNSELING BULLETIN,0034-3552
RELACIONES INTERNACIONALES,1515-3371
RELACIONES INTERNACIONALES,1699-3950
RELATIONS INTERNATIONALES,0335-2013
RELIABILITY ENGINEERING & SYSTEM SAFETY,0951-8320
RELIGION,0048-721X
RELIGION AND SOCIETY,2150-9298
RELIGION STATE & SOCIETY,0963-7494
RELIGIONI E SETTE NEL MONDO,1123-4814
RELIGIONI E SOCIETÀ,0394-9397
RELIGIONI E SOCIETÀ,1722-4705
RELIGIONS,2077-1444
REM,2037-0830
REM,2037-0849
REMHU,1980-8585
"RENDICONTI - ISTITUTO LOMBARDO DI SCIENZE E LETTERE. ACCADEMIA DI SCIENZE E LETTERE. CLASSE DI LETTERE ESCIENZE MORALI E STORICHE",1124-1667
REPORTATA,2036-637X
REPRESENTATION,0034-4893
RES,0277-1322
RES ALBANICAE,2279-7173
RES HUMANITARIAE,1822-7708
RES PUBLICA,0282-6062
RES PUBLICA,1356-4765
RES PUBLICA,1576-4184
RES PUBLICA,2281-3306
RES. REVISTA ESPAÑOLA DE SOCIOLOGÍA,1578-2824
RES. RICERCA E SVILUPPO PER LE POLITICHE SOCIALI.,1970-9080
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,1540-7969
RESEARCH EVALUATION,0958-2029
RESEARCH IN APPLIED ECONOMICS,1948-5433
RESEARCH IN HIGHER EDUCATION,0361-0365
RESEARCH IN SOCIAL CHANGE,1855-4202
RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,0276-5624
RESEARCH IN THE SOCIOLOGY OF ORGANIZATIONS,0733-558X
RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0835-1813
RESEARCH ON SOCIAL WORK PRACTICE,1049-7315
RESEARCH POLICY,0048-7333
RESEAUX,0969-9864
RESINE,2239-5334
RESTORATION AND 18TH CENTURY THEATRE RESEARCH,0034-5822
RETHINKING HISTORY,1364-2529
RETHINKING MARXISM,0893-5696
RETORNOS,1998-1481
RETRAITE ET SOCIÉTÉ,1167-4687
REVIEW OF AFRICAN POLITICAL ECONOMY,0305-6244
REVIEW OF ECONOMIC AND BUSINESS STUDIES,1843-763X
REVIEW OF ECONOMIC DYNAMICS,1094-2025
REVIEW OF EDUCATIONAL RESEARCH,0034-6543
REVIEW OF EUROPEAN AND RUSSIAN AFFAIRS,1718-4835
REVIEW OF HIGHER EDUCATION,0162-5748
REVIEW OF INTERNATIONAL AFFAIRS,0486-6096
REVIEW OF INTERNATIONAL ECONOMICS,0965-7576
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,0969-2290
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,1466-4526
REVIEW OF INTERNATIONAL STUDIES,0260-2105
REVIEW OF INTERNATIONAL STUDIES,1469-9044
REVIEW OF POLICY RESEARCH,1541-132X
REVIEW OF POLITICAL ECONOMY,0953-8259
REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,0734-371X
REVIEW OF RELIGIOUS RESEARCH,0034-673X
REVIEW OF WORLD ECONOMICS,1610-2878
REVISTA ANDALUZA DE ANTROPOLOGÍA,2174-6796
REVISTA ANDINA,0259-9600
REVISTA ANTHROPOS,1137-3636
REVISTA ARCHAI,1984-249X
REVISTA ARGENTINA DE CIENCIA POLITICA,0329-3092
REVISTA BRASILEIRA DE CIÊNCIA POLÍTICA,0103-3352
REVISTA BRASILEIRA DE ESTUDOS CONSTITUCIONAIS,1981-6162
REVISTA BRASILEIRA DE ESTUDOS POLITICOS,0034-7191
REVISTA COMPLUTENSE DE HISTORIA DE AMÉRICA,1988-270X
REVISTA COMPLUTENSE DE HISTORIA DE AMERICA / DEPARTAMENTO DE HISTORIA DE AMERICA I,1132-8312
REVISTA CORDIS,2176-4174
REVISTA CRÍTICA DE CIÊNCIAS SOCIAIS,0254-1106
REVISTA DA ABRASD,2237-3721
REVISTA DA FACULDADE DE DIREITO - UNIVERSIDADE FEDERAL DE MINAS GERAIS,0304-2340
REVISTA DA FACULDADE DE DIREITO DE CARUARU,1519-4809
REVISTA DE ANÁLISIS TURÍSTICO,2254-0644
REVISTA DE ASISTENTA SOCIALA,1583-0608
REVISTA DE CERCETARE SI INTERVENTIE SOCIALA,1583-3410
REVISTA DE CIENCIA POLITICA,0716-1417
REVISTA DE CIENCIA POLÍTICA Y RELACIONES INTERNACIONALES DE LA UNIVERSIDAD DE PALERMO,1850-7085
REVISTA DE CIÊNCIAS SOCIAIS E POLÍTICAS,1646-7736
REVISTA DE DERECHO,0718-1167
REVISTA DE DIALECTOLOGIA Y TRADICIONES POPULARES,0034-7981
REVISTA DE DIREITO DO TRABALHO,0102-8774
REVISTA DE ECONOMIA,0556-5782
REVISTA DE ESTUDIOS DE JUVENTUD,0211-4364
REVISTA DE ESTUDIOS HISTORICO-JURIDICOS,0716-5455
REVISTA DE ESTUDIOS ORTEGUIANOS,1577-0079
REVISTA DE ESTUDOS UNIVERSITÁRIOS,2177-5788
REVISTA DE FILOSOFIA,.
REVISTA DE HISTORIA ECONÓMICA,0212-6109
REVISTA DE INDIAS,0034-8341
REVISTA DE ITALIANISTICA,1413-2079
REVISTA DE LA FACULTAD DE DERECHO DE MÉXICO,0185-1810
REVISTA DE MANAGEMENT COMPARAT INTERNAŢIONAL,1582-3458
REVISTA DE OCIO Y TURISMO,1888-6884
REVISTA DE PEDAGOGIE,0034-8678
REVISTA DE PSICOLOGIA,2179-1740
REVISTA DE SERVICIOS SOCIALES Y POLÍTICA SOCIAL,1130-7633
REVISTA DE SOCIOLOGÍA,0716-632X
REVISTA DE STIINTE POLITICE SI RELATII INTERNATIONALE,1584-1723
REVISTA DEL MINISTERIO PÚBLICO DE LA DEFENSA,1850-4027
REVISTA DIREITOS HUMANOS E DEMOCRACIA,2317-5389
REVISTA EDUCAÇÃO SKEPSIS,2177-9163
REVISTA ELETRÔNICA DOCUMENTO/MONUMENTO,2176-5804
REVISTA EMPRESA Y HUMANISMO,1139-7608
REVISTA ENCONTROS CIENTÍFICOS,1646-2408
REVISTA ESPAÑOLA DE CIENCIA POLÍTICA,1575-6548
REVISTA ESPAÑOLA DE INVESTIGACIONES SOCIOLÓGICAS,0210-5233
REVISTA ESPAÑOLA DEL TERCER SECTOR,1886-0400
REVISTA EUROPEA DE ESTUDIOS LATINOAMERICANOS Y DEL CARIBE,0924-0608
REVISTA EUROPEA DE HISTORIA DE LAS IDEAS POLITICAS Y DE LAS INSTITUCIONES PUBLICAS,2174-0135
REVISTA EUROPEA DE HISTORIA DE LAS IDEAS POLITICAS Y DE LAS INSTITUCIONES PUBLICAS,2386-6926
REVISTA EUROPEIA DE ETNOGRAFIA DA EDUCAÇÃO,1645-8699
REVISTA FAMECOS,1980-3729
REVISTA GALEGA DE SEGURIDADE PÚBLICA,1578-1887
REVISTA GENERAL DE DERECHO PÚBLICO COMPARADO,1988-5091
REVISTA IBEROAMERICANA DE JUVENTUD,1136-9949
REVISTA INTERNACIONAL DE FILOSOFÍA POLÍTICA,1132-9432
REVISTA INTERNACIONAL DE LOS ESTUDIOS VASCOS,0212-7016
REVISTA INTERNACIONAL DE SOCIOLOGIA,0034-9712
REVISTA INTERNACIONAL SOBRE INVESTIGACIÓN EN EDUCACIÓN GLOBAL Y PARA EL DESARROLLO,2254-1845
REVISTA JURÍDICA DE ESTUDIANTES,1575-720X
REVISTA LATINOAMERICANA DE METODOLOGÍA DE LAS CIENCIAS SOCIALES,1853-7863
REVISTA MIGRAÇÕES,1646-8104
REVISTA OBETS,1989-1385
REVISTA ROMÂNĂ DE ŞTIINŢE POLITICE,1582-456X
REVISTA THEOMAI,1666-2830
REVISTA TURISMO & DESENVOLVIMENTO,1645-9261
REVUE BELGE DE SÉCURITÉ SOCIALE,0035-0834
REVUE BIBLIOGRAPHIQUE DE SINOLOGIE,0080-2484
REVUE D'ANTHROPOLOGIE DES CONNAISSANCES,1760-5393
REVUE DE GEOGRAPHIE ALPINE,0035-1121
REVUE DE SYNTHESE,0035-1776
REVUE DES SCIENCES DE L'ÉDUCATION,0318-479X
REVUE DES SCIENCES HUMAINES,0035-2195
REVUE DES SCIENCES SOCIALES,1623-6572
REVUE D'HISTOIRE DES SCIENCES HUMAINES,1622-468X
REVUE D'HISTOIRE DIPLOMATIQUE,0035-2365
REVUE D'HISTOIRE DU XIXE SIÈCLE,1265-1354
REVUE D'HISTOIRE ECCLÉSIASTIQUE,0035-2381
REVUE D'HISTOIRE MAGHREBINE,0330-8987
REVUE DU GROUPE DE RECHERCHE DIVERSITÉ URBAINE,1913-0694
REVUE DU MAUSS SEMESTRIELLE,1247-4819
REVUE DU MONDE MUSULMAN ET DE LA MEDITERRANEE,0997-1327
REVUE ÉCONOMIQUE,0035-2764
REVUE ÉCONOMIQUE ET SOCIALE,0035-2772
REVUE EUROPÉENNE DES MIGRATIONS INTERNATIONALES,0765-0752
REVUE EUROPÉENNE DES SCIENCES SOCIALES,0048-8046
REVUE FRANCAISE D'ADMINISTRATION PUBLIQUE,0152-7401
REVUE FRANÇAISE DE LINGUISTIQUE APPLIQUÉE,1386-1204
REVUE FRANÇAISE DE SCIENCE POLITIQUE,0035-2950
REVUE FRANCAISE DE SOCIOLOGIE,0035-2969
REVUE FRANÇAISE DES AFFAIRES SOCIALES,0035-2985
REVUE FRANCAISE D'ETUDES AMERICAINES,0397-7870
REVUE FRANÇAISE D'HISTOIRE DES IDÉES POLITIQUES,1266-7862
REVUE FRANCOPHONE DU STRESS ET DU TRAUMA,1626-3375
REVUE HISTORIQUE DES ARMEES,0035-3299
REVUE INTERNATIONALE DE POLITIQUE COMPAREE,1370-0731
REVUE INTERNATIONALE DE SOCIOLOGIE,0390-6701
REVUE INTERNATIONALE D'ÉDUCATION SÈVRES,1254-4590
REVUE INTERNATIONALE DES DROITS DE L'ANTIQUITÉ,0772-9235
REVUE INTERNATIONALE DES SCIENCES ADMINISTRATIVES,0303-965X
REVUE INTERNATIONALE D'HISTOIRE MILITAIRE,0254-8186
REVUE MONTESQUIEU,1288-4170
"REVUE MULTIDISCIPLINAIRE SUR L'EMPLOI, LE SYNDICALISME ET LE TRAVAIL",1918-9354
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L'ÉTRANGER,0035-3833
REVUE SCIENCES DE GESTION,1634-7056
REVUE TIERS MONDE,1293-8882
REVUE TUNISIENNE DE SCIENCES SOCIALES,0035-4333
REVUS,1581-7652
RHODE ISLAND HISTORY,0035-4619
RICERCA & PRATICA,1120-379X
RICERCA PSICOANALITICA,1827-4625
RICERCA PSICOANALITICA,2037-7851
RICERCAZIONE,2036-5330
RICERCHE DI PEDAGOGIA E DIDATTICA,1970-2221
RICERCHE DI PSICOLOGIA,0391-6081
RICERCHE DI STORIA POLITICA,1120-9526
RICERCHE DI STORIA SOCIALE E RELIGIOSA,0392-1581
RICERCHE SOCIALI. CENTRO DI RICERCHE STORICHE ROVIGNO,0353-474X
RICERCHE STORICHE,0035-5070
RICERCHE STORICHE,0392-162X
RIFD. RIVISTA INTERNAZIONALE DI FILOSOFIA DEL DIRITTO,1593-7135
RIFLESSIONI SISTEMICHE,2281-3373
RIFORMA E DIDATTICA,1128-9031
RIME – RIVISTA DELL’ISTITUTO DI STORIA DELL’EUROPA MEDITERRANEA,2035-794X
RINASCIMENTO MERIDIONALE,2038-6680
RISK,1972-7267
RISK ANALYSIS,0272-4332
RISK MANAGEMENT,1460-3799
RISORGIMENTO E MEZZOGIORNO,2038-5021
RISORSA UOMO,1128-0689
RITORNO AL DIRITTO,1827-0263
RITSUMEIKAN GENGO BUNKA KENKYŪ,0915-7816
RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713
RIVISTA CRITICA DEL DIRITTO PRIVATO,1123-1025
RIVISTA DEGLI INFORTUNI E DELLE MALATTIE PROFESSIONALI,0035-5836
RIVISTA DEGLI STUDI ORIENTALI,0392-4866
RIVISTA DEL DIRITTO DELLA SICUREZZA SOCIALE,1720-562X
RIVISTA DELLA COOPERAZIONE GIURIDICA INTERNAZIONALE,1129-2113
RIVISTA DELLA CORTE DEI CONTI,0392-5358
RIVISTA DELLA FACOLTÀ DI SCIENZE MOTORIE DELL'UNIVERSITÀ DEGLI STUDI DI PALERMO,1974-4331
RIVISTA DELLA FONDAZIONE EUROPEA DRAGAN,1722-2885
RIVISTA DELLA SOCIETÀ STORICA VARESINA,0489-4324
RIVISTA DELL'ARBITRATO,1122-0147
RIVISTA DELL'OSSERVATORIO OUTSIDER ART,2038-5501
"RIVISTA DI CRIMINOLOGIA, VITTIMOLOGIA E SICUREZZA",1971-033X
RIVISTA DI DIRITTO CIVILE,0035-6093
RIVISTA DI DIRITTO ED ECONOMIA DELLO SPORT,1825-666X
RIVISTA DI DIRITTO ED ECONOMIA DELLO SPORT,1825-6678
RIVISTA DI DIRITTO FINANZIARIO E SCIENZA DELLE FINANZE,0035-6131
RIVISTA DI DIRITTO ROMANO,1720-3694
"RIVISTA DI DIRITTO, ECONOMIA E GESTIONE DELLE NUOVE TECNOLOGIE",1825-5906
RIVISTA DI ECONOMIA AGRARIA,0035-6190
RIVISTA DI ESTETICA,0035-6212
RIVISTA DI FILOSOFIA,0035-6239
RIVISTA DI FILOSOFIA NEO-SCOLASTICA,0035-6247
RIVISTA DI LETTERATURA ITALIANA,0392-825X
RIVISTA DI POLITICA,2037-495X
RIVISTA DI POLITICA ECONOMICA,0035-6468
RIVISTA DI PSICHIATRIA,0035-6484
RIVISTA DI SCIENZE DEL TURISMO,2037-7916
RIVISTA DI SCIENZE DELL'EDUCAZIONE,0393-3849
RIVISTA DI SCIENZE RELIGIOSE,.
RIVISTA DI SOCIOLOGIA,0035-6530
RIVISTA DI STORIA DEL CRISTIANESIMO,1827-7365
RIVISTA DI STORIA DEL DIRITTO ITALIANO,0390-6744
RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557
RIVISTA DI STORIA DELLA FILOSOFIA,0393-2516
RIVISTA DI STORIA DELL'AGRICOLTURA,0557-1359
RIVISTA DI STORIA DELL'UNIVERSITÀ DI TORINO,2281-2164
RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573
RIVISTA DI STORIA ECONOMICA,0393-3415
RIVISTA DI STUDI CANADESI,1120-3420
RIVISTA DI STUDI FAMILIARI,1972-5736
RIVISTA DI STUDI ITALIANI,0821-3216
RIVISTA DI STUDI ITALIANI,1916-5412
RIVISTA DI STUDI POLITICI,1120-4036
RIVISTA DI STUDI POLITICI INTERNAZIONALI,0035-6611
RIVISTA DI STUDI PORTOGHESI E BRASILIANI,1129-4205
RIVISTA DI STUDI SULLO STATO,2038-4882
RIVISTA DI STUDI UTOPICI,2035-8873
RIVISTA ECONOMICA DEL MEZZOGIORNO,1120-9534
"RIVISTA ELETTRONICA DI DIRITTO, ECONOMIA, MANAGEMENT",2039-4926
RIVISTA GEOGRAFICA ITALIANA,0035-6697
RIVISTA GIURIDICA DEL LAVORO E DELLA PREVIDENZA SOCIALE,0392-7229
RIVISTA GIURIDICA DEL MEZZOGIORNO,1120-9542
RIVISTA GIURIDICA DELL'AMBIENTE,0394-2287
RIVISTA INTERNAZIONALE DI DIRITTO COMUNE,1120-5695
RIVISTA INTERNAZIONALE DI FILOSOFIA DEL DIRITTO,0035-6727
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2039-4667
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2239-2629
RIVISTA INTERNAZIONALE DI SCIENZE SOCIALI,0035-676X
RIVISTA INTERNAZIONALE DI TECNICA DELLA TRADUZIONE,1722-5906
RIVISTA ITALIANA DEGLI ECONOMISTI,1593-8662
RIVISTA ITALIANA DI COMUNICAZIONE PUBBLICA,1591-7304
RIVISTA ITALIANA DI CONFLITTOLOGIA,1971-1921
RIVISTA ITALIANA DI DIRITTO PUBBLICO COMUNITARIO,1121-404X
"RIVISTA ITALIANA DI ECONOMIA, DEMOGRAFIA E STATISTICA",0035-6832
RIVISTA ITALIANA DI FILOSOFIA DEL LINGUAGGIO,2036-6728
RIVISTA ITALIANA DI GRUPPOANALISI,1721-6664
RIVISTA ITALIANA DI LINGUISTICA E DI DIALETTOLOGIA,1128-6369
RIVISTA ITALIANA DI MEDICINA LEGALE,1124-3376
RIVISTA ITALIANA DI MUSICOLOGIA,0035-6867
RIVISTA ITALIANA DI ONOMASTICA,1124-8890
RIVISTA ITALIANA DI POLITICHE PUBBLICHE,1722-1137
RIVISTA ITALIANA DI RAGIONERIA E DI ECONOMIA AZIENDALE,1593-9154
RIVISTA ITALIANA DI SCIENZA POLITICA,0048-8402
RIVISTA ITALIANA DI STUDI NAPOLEONICI,0035-6913
RIVISTA MARITTIMA,0035-6964
RIVISTA ROSMINIANA DI FILOSOFIA E DI CULTURA,0035-7030
RIVISTA SPERIMENTALE DI FRENIATRIA,1129-6437
RIVISTA SPERIMENTALE DI FRENIATRIA,1972-5582
RIVISTA STORICA DEL SANNIO,1720-0113
RIVISTA STORICA DELL'ANARCHISMO,1122-617X
RIVISTA STORICA DELL'ANTICHITA',0300-340X
RIVISTA STORICA ITALIANA,0035-7073
RIVISTA TEOLOGICA DI LUGANO,1420-6730
RIVISTA TRIMESTRALE DI DIRITTO E PROCEDURA CIVILE,0391-1896
RIVISTA TRIMESTRALE DI DIRITTO PENALE DELL'ECONOMIA,1121-1725
RIVISTA TRIMESTRALE DI DIRITTO PUBBLICO,0557-1464
RIVISTA TRIMESTRALE DI SCIENZA DELL'AMMINISTRAZIONE,0391-190X
RIVISTA TRIMESTRALE DI SCIENZA DELL'AMMINISTRAZIONE,1972-4942
RI-VISTA. RICERCHE PER LA PROGETTAZIONE DEL PAESAGGIO,1724-6768
RIZOMA FREIREANO,1989-0605
RM RIVISTA,1593-2214
ROCZNIK ORIENTALISTYCZNY,0080-3545
ROCZNIKI WYDZIAŁU NAUK PRAWNYCH I EKONOMICZNYCH KUL,1896-6365
ROMA MODERNA E CONTEMPORANEA,1122-0244
ROMANI STUDIES,1528-0748
ROMANIAN JOURNAL OF COMPARATIVE LAW,2066-6918
ROMANIAN JOURNAL OF EUROPEAN AFFAIRS,1582-8271
ROMANIAN JOURNAL OF EUROPEAN STUDIES,1583-199X
ROMANIAN REVIEW OF EUROPEAN GOVERNANCE STUDIES,2066-4885
ROMANIAN REVIEW OF INTERNATIONAL STUDIES,2065-863X
ROMANISTISCHE ZEITSCHRIFT FUR LITERATURGESCHICHTE,0343-379X
ROMISCHE HISTORISCHE MITTEILUNGEN,0080-3790
RS RIFIUTI SOLIDI,0394-5391
RSA JOURNAL,1592-4467
RSA. RIVISTA DI STUDI ANGLO-AMERICANI,1591-7320
RSSI. RECHERCHES SÉMIOTIQUES. SEMIOTIC INQUIRY,0229-8651
RSU. RIVISTA DI STUDI UNGHERESI,1125-520X
RURAL SOCIOLOGY,0036-0112
RUSSICA ROMANA,1128-6377
S & P. SALUTE E PREVENZIONE,1592-0216
S&F SCIENZAEFILOSOFIA.IT.,2036-2927
SAFETY SCIENCE MONITOR,1443-8844
SAFETY&SECURITY,.
SAGE OPEN,2158-2440
SAKARYA ÜNIVERSITESI FEN-EDEBIYAT FAKÜLTESI FEN-EDEBIYAT DERGISI,1301-3769
SALUTE E SOCIETÀ,1723-9427
SALUTE E SOCIETÀ,1972-4845
SALUTE E TERRITORIO,0392-4505
SCANDINAVIAN JOURNAL OF HISTORY,0346-8755
SCANDINAVIAN JOURNAL OF MANAGEMENT,0956-5221
SCANDINAVIAN POLITICAL STUDIES,0080-6757
SCANDINAVIAN POLITICAL STUDIES,1467-9477
SCHEDE MEDIEVALI,0392-5404
SCHIFANOIA,0394-5421
SCHOLA SALERNITANA: ANNALI,1590-7937
SCHWEIZERISCHE ZEITSCHRIFT FUER BILDUNGS WISSENSCHAFTEN,1424-3946
SCHWEIZERISCHE ZEITSCHRIFT FUER SOZIOLOGIE,0379-3664
SCHWEIZERISCHE ZEITSCHRIFT FÜR GESCHICHTE,0036-7834
SCHWEIZERISCHE ZEITSCHRIFT FÜR POLITISCHE WISSENSCHAFT,1420-3529
SCHWEIZERISCHE ZEITSCHRIFT FÜR RELIGIONS- UND KULTURGESCHICHTE,1661-3880
SCIENCE,0036-8075
SCIENCE & PUBLIC POLICY,0302-3427
SCIENCE & SOCIETY,0036-8237
SCIENCE AND ENGINEERING ETHICS,1353-3452
SCIENCE AND PUBLIC POLICY,1471-5430
SCIENCE AS CULTURE,0950-5431
SCIENCE COMMUNICATION,1075-5470
SCIENCE STUDIES,0786-3012
"SCIENCE, TECHNOLOGY, & HUMAN VALUES",0162-2439
SCIENZA & POLITICA,1590-4946
