TITOLO,ISSN
"APPLIED PHYSICS. B, LASERS AND OPTICS",0946-2171
APPLIED PSYCHOLINGUISTICS,0142-7164
APPLIED RADIATION AND ISOTOPES,0969-8043
APPLIED SEMIOTICS,1204-6140
APPLIED SPECTROSCOPY,0003-7028
APPLIED SURFACE SCIENCE,0169-4332
APPRENTISSAGE DES LANGUES ET SYSTÈMES D'INFORMATION ET DE COMMUNICATION,1286-4986
APPUNTI ROMANI DI FILOLOGIA,1129-3764
APPUNTI ROMANI DI FILOLOGIA,1827-7993
APROSIANA,1590-993X
APULIA,.
APULUM,1013-428X
AQUILA LEGIONIS,1578-1518
AQUILEIA NOSTRA,0391-7304
ARAB HISTORICAL REVIEW FOR OTTOMAN STUDIES,0330-8081
ARABESCHI,2282-0876
ARABIAN ARCHAEOLOGY AND EPIGRAPHY,0905-7196
ARABIC AND MIDDLE EASTERN LITERATURES,1366-6169
ARABIC SCIENCES AND PHILOSOPHY,0957-4239
ARABICA,0570-5398
ARABIST,0239-1619
ARACNE,2239-0898
ARAM PERIODICAL,0959-4213
ARAMAIC STUDIES,1477-8351
ARAMAZD,1829-1376
ARASTIRMA SONUCLARI TOPLANTISI,1017-7663
ARAUCARIA,1575-6823
ARBOR,0210-1963
ARCADIA,0003-7982
ARCHAELOGICAL PROSPECTION,1075-2196
ARCHAEOFAUNA,1132-6891
ARCHAEOLOGIA ADRIATICA,1846-4807
ARCHAEOLOGIA MARITIMA MEDITERRANEA,1724-6091
ARCHAEOLOGIA POLONA,0066-5924
ARCHAEOLOGIAE,1723-5804
ARCHAEOLOGICAL AND ANTHROPOLOGICAL SCIENCES,1866-9557
ARCHAEOLOGICAL PROSPECTION,1099-0763
ARCHAEOLOGICAL REPORTS,0570-6084
ARCHAEOLOGIE DER SCHWEIZ,0255-9005
ARCHAEOLOGIES,.
ARCHAEOLOGY,0003-8113
ARCHAEOMETRY,0003-813X
ARCHAEOMETRY,1475-4754
ARCHAEUS,1453-5165
ARCHAIOGNOSIA,0258-2600
ARCHÄOLOGIE IN DEUTSCHLAND,0176-8522
ARCHÄOLOGISCHE MITTEILUNGEN AUS IRAN UND TURAN,1434-2758
ARCHAOLOGISCHER ANZEIGER,0003-8105
ARCHÄOLOGISCHES KORRESPONDENZBLATT,0342-734X
ARCHEOARTE,2039-4543
ARCHEOLOGIA AEREA,2035-7540
ARCHEOLOGIA CLASSICA,0391-8165
ARCHEOLOGIA DELLA GRANDE GUERRA,.
ARCHEOLOGIA DELL'ARCHITETTURA,1126-6236
ARCHEOLOGIA DELLE ALPI,.
ARCHEOLOGIA DELL'EMILIA ROMAGNA,1126-1587
ARCHEOLOGIA E CALCOLATORI,1120-6861
ARCHEOLOGIA MARITIMA MEDITERRANEA,1825-3881
ARCHEOLOGIA MEDIEVALE,0390-0592
ARCHEOLOGIA POSTMEDIEVALE,1592-5935
ARCHEOLOGIA SUBACQUEA,.
ARCHEOLOGIA UOMO TERRITORIO,1121-9084
ARCHEOLOGIA VENETA,0392-9876
ARCHEOLOGIE,0825-1703
ARCHÉOLOGIE DU NIL MOYEN,0299-8130
ARCHÉOLOGIE MÉDIÉVALE,0153-9337
ARCHEOLOGO SUBACQUEO,1123-6256
ARCHEOMAFIE,2036-4539
ARCHEOMETRIAI MŰHELY,1786-271X
ARCHEO-NIL: REVUE DE LA SOCIETE POUR L'ETUDE DES CULTURES PREPHARAONIQUES DE LA VALLEE DU NIL,1161-0492
ARCHÉOSCIENCES,1960-1360
ARCHIPIÉLAGO,0214-2686
ARCHITECTURA: ZEITSCHRIFT FÜR GESCHICHTE DER BAUKUNST,0044-863X
ARCHITECTURAL HISTORY,0066-622X
ARCHITECTURAL HISTORY,2059-5670
ARCHITETTURA & ARTE,.
ARCHITETTURA. STORIA E DOCUMENTI,1123-2803
ARCHITETTURE LIVORNO,1973-7092
ARCHITETTURE PISANE,2038-4165
ARCHIV FÜR BEGRIFFSGESCHICHTE,0003-8946
ARCHIV FÜR DAS STUDIUM DER NEUEREN SPRACHEN UND LITERATUREN,0003-8970
ARCHIV FÜR GESCHICHTE DER PHILOSOPHIE,0003-9101
ARCHIV FÜR LITURGIEWISSENSCHAFT,0066-6386
ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE,0066-6459
ARCHIV FÜR RELIGIONSGESCHICHTE,1436-3038
ARCHIV ORIENTÁLNÍ,0044-8699
ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,0335-5985
ARCHIVES D'HISTOIRE DOCTRINALE ET LITTERAIRE DU MOYEN AGE,0373-5478
ARCHIVES EUROPEENNES DE SOCIOLOGIE,0003-9756
ARCHIVES INTERNATIONALES D'HISTOIRE DES SCIENCES,0003-9810
ARCHIVES OF CONTROL SCIENCES,1230-2384
ARCHIVES OF NEUROLOGY,0003-9942
ARCHIVI & COMPUTER,1121-2462
ARCHIVI DEL NUOVO,1127-8277
ARCHIVI E CULTURA,0004-0045
ARCHIVI PER LA STORIA,0394-9044
ARCHIVIO ANTROPOLOGICO MEDITERRANEO,.
ARCHIVIO ANTROPOLOGICO MEDITERRANEO,2038-3215
ARCHIVIO DELLA SOCIETÀ ROMANA DI STORIA PATRIA,0391-6952
ARCHIVIO DI ETNOGRAFIA,1826-9125
ARCHIVIO DI STORIA DELLA CULTURA,1124-0059
ARCHIVIO GIURIDICO,1122-6706
ARCHIVIO GLOTTOLOGICO ITALIANO,0004-0207
ARCHIVIO ITALIANO PER LA STORIA DELLA PIETÀ,1128-6768
ARCHIVIO NISSENO,1974-3416
ARCHIVIO PER LA STORIA DELLE DONNE,.
ARCHIVIO PER L'ALTO ADIGE,0392-1050
ARCHIVIO PER L'ANTROPOLOGIA E LA ETNOLOGIA,0373-3009
ARCHIVIO STORICO DELL'EMIGRAZIONE ITALIANA,1973-3461
ARCHIVIO STORICO DI BELLUNO FELTRE E CADORE,0392-2065
ARCHIVIO STORICO ITALIANO,0391-7770
ARCHIVIO STORICO LODIGIANO,0004-0347
ARCHIVIO STORICO LOMBARDO,0392-0232
ARCHIVIO STORICO MESSINESE,1122-701X
ARCHIVIO STORICO PER LA CALABRIA E LA LUCANIA,0004-0355
ARCHIVIO STORICO PER LA SICILIA ORIENTALE,1122-6838
ARCHIVIO STORICO PER LE PROVINCE NAPOLETANE,0392-0267
ARCHIVIO STORICO PER LE PROVINCE PARMENSI,0392-0283
ARCHIVIO STORICO PUGLIESE,0392-0054
ARCHIVIO STORICO SARDO,2037-5514
ARCHIVIO STORICO SICILIANO,1120-0715
ARCHIVIO STORICO SIRACUSANO,0044-8737
ARCHIVIO STORICO TICINESE,0004-0371
ARCHIVIO TEOLOGICO TORINESE,1591-2957
ARCHIVIO TRENTINO,1125-8225
ARCHIVIO VENETO,0392-0291
ARCHIVO DE FILOLOGÍA ARAGONESA,0210-5624
ARCHIVO DE PREHISTORIA LEVANTINA,0210-3230
ARCHIVO ESPAÑOL DE ARQUEOLOGÍA,0066-6742
ARCHIVO ESPANOL DE ARTE,0004-0428
ARCHIVO HISPALENSE,0210-4067
ARCHIVOS DE LA FILMOTECA,0214-6606
ARCHIVUM,0570-7218
ARCHIVUM BOBIENSE,0392-0305
ARCHIVUM HISTORICUM SOCIETATIS IESU,0037-8887
ARCHIVUM LATINITATIS MEDII AEVI,0994-8090
ARCHIVUM LATINITATIS MEDII AEVI,1376-7453
ARCHIVUM LITHUANICUM,1392-737X
ARCHIVUM OTTOMANICUM,0378-2808
ARCIPELAGO,.
ARCO-JOURNAL,.
ARCTOS,0570-734X
ARENA ROMANISTICA,1890-4580
ARENARIA,.
ARETHUSA,0004-0975
ARETHUSA,1080-6504
ARGENSOLA,0518-4088
ARGO,1971-4785
ARGOMENTI DI ARCHITETTURA,1591-3171
ARGOMENTI DI STORIA DELL'ARTE,.
ARGUMENTATION,0920-427X
"ÁRGUS (SZÉKESFEHÉRVÁR. NYOMTATOTT)",0865-6827
ARHEO,0351-5958
ARIEL,0004-1327
ARIEL,1125-3967
ARIEL,1920-1222
ARISTEO,.
ARIZONA JOURNAL OF HISPANIC CULTURAL STUDIES,1096-2492
ARK,2240-2942
ARKEO ATLAS,1303-5223
ARKEOLAN,1137-2052
ARKEOLOJI DERGISI,1300-5685
ARKEOLOJI VE SANAT,1300-4514
ARKEOS PERSPECTIVAS EM DIÁLOGO,0873-593X
ARKETE,.
ARKIV FOR NORDISK FILOLOGI,0066-7668
ARKOS,1974-7950
ARMENIAN FOLIA ANGLISTIKA,1829-0337
ARNOLD BENNETT SOCIETY NEWSLETTER,1362-7244
AROUND PHOTOGRAPHY,1824-4688
ARQUEOLOGÍA DE LA ARQUITECTURA,1695-2731
ARQUEOLOGIA MEXICANA,0188-8218
ARS,0044-9008
ARS ET RATIO,.
ARS HUNGARICA,0133-1531
ARS INTERPRETANDI,1722-8352
ARS ORIENTALIS,0571-1371
ARSP. ARCHIV. FUR RECHTS- UND SOZIALPHILOSOPHIE,0001-2343
ART APP,2037-1233
ART HISTORY,0141-6790
ART HISTORY,1467-8365
ART PRESS,0245-5676
ARTE A BOLOGNA,1124-0229
ARTE CRISTIANA,0004-3400
ARTE DOCUMENTO,1121-0524
ARTE E STORIA,2235-7769
"ARTE IN FRIULI, ARTE A TRIESTE",1827-269X
ARTE LOMBARDA,0004-3443
ARTE MEDIEVALE,0393-7267
ARTE ORGANARIA E ORGANISTICA,1128-9236
ARTE ORGANARIA ITALIANA,.
ARTE VENETA,0392-5234
ARTES,1122-3154
ARTES DE MÉXICO,0300-4953
ARTEZ,1889-2744
ARTFORUM INTERNATIONAL,1086-7058
ARTI MUSICES,0587-5455
ARTIBUS ET HISTORIAE,0391-9064
ARTIFARA,1594-378X
ARTIFICIAL INTELLIGENCE,0004-3702
ARTISTA,1120-2459
ARTLAB,1824-260X
ARTS OF ASIA,0004-4083
ARZANÀ,1243-3616
AS/PEERS,1865-8768
ASDIWAL,1662-4653
ASIA,.
ASIA EUROPE JOURNAL,1610-2932
ASIA MAJOR,0004-4482
ASIA PACIFIC JOURNAL OF EDUCATION,0218-8791
ASIAN CINEMA,1059-440X
ASIAN JOURNAL OF LITERATURE AND SOCIETY,1905-856X
ASIAN JOURNAL OF SOCIAL SCIENCE,1568-4849
ASIAN MUSIC,0044-9202
ASIA-PACIFIC JOURNAL OF SOCIAL SCIENCES,2229-5801
ASIATICA VENETIANA,1126-5256
ASIATISCHE STUDIEN,0004-4717
ASPRENAS,0004-4970
ASSAIG DE TEATRE,1134-7643
ASSAPH. SECTION C. STUDIES IN THE THEATRE,0334-5963
ASTROBIOLOGY,1531-1074
ASTROLABE,.
ASTROLABE,0229-4451
ATELIER,1128-2584
ATELIER DE TRADUCTION,1584-1804
ATELIERS,1265-2903
ATENE E ROMA,0004-6493
ATENEO VENETO,0004-6558
ATHENAEUM,0004-6574
ATLANTE TEMATICO DI TOPOGRAFIA ANTICA,2036-3834
ATLANTIC CRITICAL REVIEW,0972-6373
ATLANTIC LITERARY REVIEW,0972-3269
ATLANTIS,0210-6124
ATQUE,1120-9364
"ATTI - CENTRO DI RICERCHE STORICHE, ROVIGNO",0392-9493
"ATTI - ISTITUTO VENETO DI SCIENZE, LETTERE ED ARTI. CLASSE DI SCIENZE MORALI, LETTERE ED ARTI",0392-1336
ATTI & SIPARI,1973-5472
ATTI (CENTRO LIGURE PER LA STORIA DELLA CERAMICA),2035-5483
ATTI ACCADEMIA PROPERZIANA DEL SUBASIO,.
ATTI DEI CIVICI MUSEI DI STORIA ED ARTE DI TRIESTE,1127-1604
ATTI DEL MUSEO CIVICO DI STORIA NATURALE DI TRIESTE,0365-1576
ATTI DEL MUSEO DI STORIA NATURALE DELLA MAREMMA,1126-0882
ATTI DEL SODALIZIO GLOTTOLOGICO MILANESE,1972-9901
ATTI DELLA ACCADEMIA DELLE SCIENZE DI TORINO. CLASSE DI SCIENZE FISICHE MATEMATICHE E NATURALI,0001-4419
"ATTI DELLA ACCADEMIA DELLE SCIENZE DI TORINO. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",1122-1380
"ATTI DELLA ACCADEMIA DI SCIENZE, LETTERE ED ARTI DI PALERMO. PARTE SECONDA: LETTERE",0392-1972
ATTI DELLA ACCADEMIA LIGURE DI SCIENZE E LETTERE,1122-651X
"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. CLASSE DI SCIENZE FISICHE, MATEMATICHE E NATURALI. RENDICONTI
LINCEI. SUPPLEMENTO",1121-3094
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. MEMORIE CLASSE DI SCIENZE MORALI STORICHE E FILOLOGICHE,0391-8149
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. NOTIZIE DEGLI SCAVI DI ANTICHITÀ,0391-8157
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI LINCEI. SCIENZE FISICHE E NATURALI,1120-6349
ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI LINCEI. SCIENZE FISICHE E NATURALI,1720-0776
"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181
"ATTI DELLA ACCADEMIA PELORITANA DEI PERICOLANTI, CLASSE DI SCIENZE FISICHE, MATEMATICHE E NATURALI",1825-1242
"ATTI DELLA ACCADEMIA PELORITANA DEI PERICOLANTI. CLASSE DI LETTERE, FILOSOFIA E BELLE ARTI",.
"ATTI DELLA ACCADEMIA ROVERETANA DEGLI AGIATI. CLASSE DI SCIENZE UMANE, LETTERE ED ARTI",1122-6064
"ATTI DELLA ACCADEMIA ROVERETANA DEGLI AGIATI. CONTRIBUTI DELLA CLASSE DI SCIENZE UMANE, DI LETTERE ED ARTI",1122-6072
"ATTI DELLA ACCADEMIA UDINESE DI SCIENZE, LETTERE ED ARTI",1126-7151
"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, MEMORIE. IN 4",1015-1230
"ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III, RENDICONTI",1019-9500
ATTI DELLA PONTIFICIA ACCADEMIA ROMANA DI ARCHEOLOGIA. SERIE III. IN 8,1017-6306
ATTI DELLA SOCIETÀ DEI NATURALISTI E MATEMATICI DI MODENA,0365-7027
ATTI DELLA SOCIETÀ LIGURE DI STORIA PATRIA,2037-7134
ATTI DELLA SOCIETA' PER LA PREISTORIA E PROTOSTORIA DELLA REGIONE FRIULI-VENEZIA GIULIA,0393-4675
ATTI DELLA SOCIETÀ TOSCANA DI SCIENZE NATURALI RESIDENTE IN PISA. MEMORIE. SERIE A,0365-7655
ATTI DELLA SOCIETÀ TOSCANA DI SCIENZE NATURALI RESIDENTE IN PISA. MEMORIE. SERIE B,0365-7450
ATTI DELL'ACCADEMIA DI SCIENZE MORALI E POLITICHE,1121-9270
ATTI DELL'ACCADEMIA PELORITANA DEI PERICOLANTI,1828-6550
ATTI DELL'ACCADEMIA PONTANIANA,1121-9238
"ATTI DELL'ATENEO DI SCIENZE, LETTERE ED ARTI DI BERGAMO",1724-2347
ATTI E MEMORIE - ACCADEMIA CLEMENTINA,0394-7157
ATTI E MEMORIE - ACCADEMIA NAZIONALE VIRGILIANA DI SCIENZE LETTERE ED ARTI,1124-3783
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE ANTICHE PROVINCIE MODENESI,0418-7296
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE MARCHE,1128-2509
ATTI E MEMORIE - DEPUTAZIONE DI STORIA PATRIA PER LE PROVINCIE DI ROMAGNA,0393-7240
ATTI E MEMORIE - DEPUTAZIONE PROVINCIALE FERRARESE DI STORIA PATRIA,0392-0313
ATTI E MEMORIE - SOCIETÀ SAVONESE DI STORIA PATRIA,0392-033X
"ATTI E MEMORIE DELLA ACCADEMIA PETRARCA DI LETTERE, ARTI E SCIENZE",0393-2397
ATTI E MEMORIE DELLA COMMISSIONE GROTTE EUGENIO BOEGAN,0391-1764
ATTI E MEMORIE DELLA SOCIETA ISTRIANA DI ARCHEOLOGIA E STORIA PATRIA,0392-0321
ATTI E MEMORIE DELLA SOCIETÀ MAGNA GRECIA,1592-7377
"ATTI E MEMORIE DELLA SOCIETÀ TIBURTINA DI STORIA E D'ARTE GIÀ ACCADEMIA DEGLI AGEVOLI E COLONIA DEGLI
ARCADI SIBILLINI",0394-1663
"ATTI E MEMORIE DELL'ACCADEMIA DI AGRICOLTURA, SCIENZE E LETTERE DI VERONA",0365-0014
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI IN PADOVA. PARTE I. ATTI",1592-1735
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI IN PADOVA. PARTE II. MEMORIE DELLA
CLASSE DI SCIENZE MATEMATICHE E NATURALI",1592-1743
"ATTI E MEMORIE DELL'ACCADEMIA GALILEIANA DI SCIENZE, LETTERE ED ARTI. PARTE III. MEMORIE DELLA CLASSE DI
SCIENZE MORALI, LETTERE ED ARTI",1592-1751
ATTI E MEMORIE DELL'ACCADEMIA TOSCANA DI SCIENZE E LETTERE LA COLOMBARIA,0392-0836
ATTI E MEMORIE DELL'ARCADIA,1127-249X
ATTI E MEMORIE DELL'ATENEO DI TREVISO,1120-9305
ATTI E MEMORIE. ATTI - ACCADEMIA NAZIONALE DI SCIENZE LETTERE E ARTI DI MODENA,1724-0182
"ATTI E MEMORIE. MEMORIE SCIENTIFICHE, GIURIDICHE, LETTERARIE. ACCADEMIA NAZIONALE DI SCIENZE LETTERE E
ARTI DI MODENA",1724-0174
ATTI E RASSEGNA TECNICA - SOCIETA' DEGLI INGEGNERI E ARCHITETTI IN TORINO,0004-7287
ATTI E RELAZIONI - ACCADEMIA PUGLIESE DELLE SCIENZE. CLASSE DI SCIENZE MORALI,1127-2686
ATTUALITÀ LACANIANA,1828-1958
ATTUALITÀ LACANIANA,1971-8349
AUCTORES NOSTRI,2239-9852
AUFGANG,1613-5709
AUFIDUS,0394-297X
AUFKLÄRUNG,0178-7128
AUGMENTATIVE AND ALTERNATIVE COMMUNICATION,0743-4618
AUGUSTINIANUM,0004-8011
AULA ORIENTALIS,0212-5730
AUREA PARMA,0004-8062
AURORA: EICHENDORFF ALMANACH,0341-1230
AUSTRALIAN JOURNAL OF LINGUISTICS,0726-8602
AUSTRALIAN LITERARY STUDIES,0004-9697
AUSTRIACA,0396-4590
AUSTRIAN STUDIES,1350-7532
AUT AUT,0005-0601
AUTOGRAFO,1721-5943
AUTOPORTRET,1730-3613
AUTOUR DE VALLÈS,1632-8485
AVANGUARDIA,1128-2452
AVATAR. DISLOCAZIONI TRA ANTROPOLOGIA E COMUNICAZIONE,1724-4870
AVTOBIOGRAFIJA,2281-6992
AVUI DEL DIUMENGE,.
AWAL,0764-7573
AWRAQ,0213-6635
AZAFEA,0213-3563
AZANIA,0067-270X
AZIJSKE IN AFRISKE STUDIJE,1408-5429
AZULEJOS. RIVISTA DI STUDI CERAMICI,.
"ÂZYK, KOMMUNIKACIÂ I SOCIALʹNAÂ SREDA",2224-0101
B@BELONLINE.PRINT,1974-8558
BAAL,1683-0083
BABEL,0521-9744
BABEL,1277-7897
BABESCH. BULLETIN ANTIEKE BESCHAVING,0165-9367
BABYLONIA,1420-0007
BACHELARDIANA,1972-3784
BAGHDADER MITTEILUNGEN,0418-9698
BAKHTINIANA,2176-4573
BĂLGARSKI EZIK,0005-4283
BALISES,1378-1855
BALKANSKO EZIKOZNANIE,0324-1653
BALOCHISTAN STUDIES,1971-9493
BALTISTICA,0132-6503
BALTU FILOLOÐIGIJA,1691-0036
BARNABITI STUDI,1594-3445
BAROK,1232-3233
BATS,1049-0043
BAZMAVEP,1722-4969
BEHAVIOR RESEARCH METHODS,1554-3528
BEHAVIORAL AND BRAIN SCIENCES,0140-525X
BEIHEFTE ZU EDITIO,0939-5946
BEIJING XINGZHENG XUEYUAN XUEBAO,1008-7621
BEITRAEGE ZUR ALLGEMEINEN UND VERGLEICHENDEN ARCHAEOLOGIE,0170-9518
BEITRÄGE ZUR FREMDSPRACHENVERMITTLUNG,1861-3950
BEITRÄGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,0005-8076
BEITRÄGE ZUR GESCHICHTE DER SPRACHWISSENSCHAFT,0939-2815
BEITRAGE ZUR NAMENFORSCHUNG,0005-8114
BEITRÄGE ZUR SUDANFORSCHUNG,1010-9072
BELFAGOR,0005-8351
BELGIAN JOURNAL OF LINGUISTICS,0774-5141
BELGRADE ENGLISH LANGUAGE & LITERATURE STUDIES,1821-3138
BELL. BELGIAN ESSAYS ON LANGUAGE AND LITERATURE,1376-2958
BELPHÉGOR,1499-7185
BENEDICTINA,0392-0356
BENGAL PAST AND PRESENT,0005-8807
BERENICE,1125-1751
BÉRÉNICE,1128-7047
BERGOMUM,0005-8955
BERLINER JOURNAL FUR SOZIOLOGIE,0863-1808
BESSARIONE,.
BETWEEN,2039-6597
BIANCO & NERO,0006-0577
BIBBIA E ORIENTE,0006-0585
BIBLIOLOGIA,1824-7733
BIBLIOLOGIA,1828-9444
BIBLIOTECA E SOCIETÀ,0392-2545
BIBLIOTECA ELETTRONICA SU MONTESQUIEU E DINTORNI,2035-5769
BIBLIOTECA FRANCESCANA SARDA,0394-5200
BIBLIOTECA TEATRALE,0045-1959
BIBLIOTHECA ORIENTALIS,0006-1913
BIBLIOTHEQUE DE L'ECOLE DES CHARTES,0373-6237
BIBLIOTHÈQUE DE L'ECOLE DES CHARTES,1953-8138
BIBLIOTHÈQUE D'HUMANISME ET RENAISSANCE,0006-1999
BIBLIOTIME,1128-3564
BIBLOS,0870-4112
BIDEBARRIETA,1137-4888
BIEN DIRE ET BIEN APRANDRE,0220-665X
BILINGUALISM,1366-7289
BIOARCHITETTURA,1824-050X
BIOCHIMICA ET BIOPHYSICA ACTA,0006-3002
BIOETICA,1122-2344
BIOETICA E CULTURA,1121-6948
BIOORGANIC & MEDICINAL CHEMISTRY,0968-0896
BIULETYN HISTORII SZTUKI,0006-3967
BIZANTINISTICA,1591-0172
BLÄTTER DER RILKE-GESELLSCHAFT,1010-3597
BLOC NOTES,2235-3070
BMC BIOINFORMATICS,1471-2105
BN,0394-008X
BOCCHERINI ONLINE,2239-8287
BOCCONEA,1120-4060
BOLETIM,0102-6968
BOLETIM,0874-1921
BOLETIM DE PESQUISA NELIC,1984-784X
BOLETIN - ACADEMIA NORTEAMERICANA DE LA LENGUA ESPANOLA,0884-0091
BOLETÍN DE ARTE,0211-8483
BOLETIN DE LA ASOCIACION INTERNACIONAL DE HISPANISTAS,1887-1607
BOLETÍN DE LA ASOCIACIÓN PARA LA ENSEÑANZA DEL ESPAÑOL COMO LENGUA EXTRANJERA,1135-7002
BOLETIN DE LA BIBLIOTECA DE MENENDEZ PELAYO,0006-1646
BOLETÍN DE LA FUNDACIÓN FEDERICO GARCÍA LORCA,0214-3771
BOLETÍN DE LA REAL ACADEMIA DE BUENAS LETRAS DE BARCELONA,0210-7481
"BOLETÍN DE LA REAL ACADEMIA DE CÓRDOBA DE CIENCIAS, BELLAS LETRAS Y NOBLES ARTES",0034-060X
BOLETÍN DE LA REAL ACADEMIA DE EXTREMADURA DE LAS LETRAS Y LAS ARTES,1130-0612
BOLETIN DE LA REAL ACADEMIA DE LA HISTORIA,0034-0626
BOLETIN DE LA REAL ACADEMIA ESPANOLA,0210-4822
BOLETÍN DE LITERATURA COMPARADA,0325-3775
BOLETIN DEL MUSEO DEL HOMBRE DOMINICANO,0252-8614
BOLETIN DEL MUSEO DEL PRADO,0210-8143
"BOLETÍN DEL MUSEO E INSTITUTO ""CAMÓN AZNAR""",0211-3171
BOLETÍN GALEGO DE LITERATURA,0214-9117
BOLETÍN HISPÁNICO HELVÉTICO,1660-4938
BOLGARSKAÂ RUSISTIKA,1313-3713
BOLLETTARIO,1723-9761
BOLLETTINO - CENTRO DI STUDI FILOLOGICI E LINGUISTICI SICILIANI,0577-277X
BOLLETTINO - OPERA DEL VOCABOLARIO ITALIANO,1591-8254
BOLLETTINO / AMICI DI PALAZZO PITTI,.
BOLLETTINO '900,1124-1578
BOLLETTINO '900,1126-7003
BOLLETTINO DANTESCO PER IL SETTIMO CENTENARIO,2280-823X
BOLLETTINO D'ARTE,0391-9854
BOLLETTINO D'ARTE,0394-4573
BOLLETTINO D'ARTE - MINISTERO PER I BENI CULTURALI E AMBIENTALI. SUPPLEMENTO,0394-4611
BOLLETTINO D'ATENEO,.
BOLLETTINO DEI CLASSICI,0392-842X
BOLLETTINO DEI MUSEI CIVICI GENOVESI,.
BOLLETTINO DEI MUSEI CIVICI VENEZIANI,0027-3864
BOLLETTINO DEI MUSEI CIVICI VENEZIANI,1973-8404
BOLLETTINO DEI MUSEI COMUNALI DI ROMA,0523-9346
BOLLETTINO DEL CENTRO DI STUDI PER LA STORIA DELL'ARCHITETTURA,.
BOLLETTINO DEL CENTRO DI STUDI VICHIANI,0392-7334
BOLLETTINO DEL CENTRO ROSSINIANO DI STUDI,0411-5384
BOLLETTINO DEL CIRVI,0394-1434
BOLLETTINO DEL DIPARTIMENTO DI STORIA DELLA CIVILTÀ EUROPEA,1120-7051
BOLLETTINO DEL GRUPPO ARCHEOLOGICO AQUILEIESE,1122-5726
BOLLETTINO DEL MUSEO BODONIANO DI PARMA,0392-2413
BOLLETTINO DEL MUSEO CIVICO DI PADOVA,0393-0750
BOLLETTINO DEL MUSEO CIVICO DI STORIA NATURALE DI VERONA,0392-0062
BOLLETTINO DEL MUSEO CIVICO DI STORIA NATURALE DI VERONA. GEOLOGIA PALEONTOLOGIA PREISTORIA,1590-8402
BOLLETTINO DELL’ASSOCIAZIONE IASOS DI CARIA,.
BOLLETTINO DELLA BADIA GRECA DI GROTTAFERRATA,0005-3783
BOLLETTINO DELLA BIBLIOTECA CIVICA DI VERONA,1721-1727
BOLLETTINO DELLA DEPUTAZIONE DI STORIA PATRIA PER L'UMBRIA,0300-4422
BOLLETTINO DELLA DOMUS MAZZINIANA,0012-5385
"BOLLETTINO DELLA FONDAZIONE NAZIONALE ""VITO FAZIO-ALLMAYER""",1591-3988
BOLLETTINO DELLA SOCIETÀ DI STUDI FIORENTINI,1129-8200
BOLLETTINO DELLA SOCIETÀ DI STUDI VALDESI,0037-8739
BOLLETTINO DELLA SOCIETÀ FILOSOFICA ITALIANA,1129-5643
BOLLETTINO DELLA SOCIETÀ GEOGRAFICA ITALIANA,1121-7820
BOLLETTINO DELLA SOCIETÀ ITALIANA DI FOTOGRAMMETRIA E TOPOGRAFIA,1721-971X
BOLLETTINO DELLA SOCIETÀ LINGUISTICA ITALIANA,1126-5922
"BOLLETTINO DELLA SOCIETÀ NATURALISTI ""SILVIA ZENARI""",1720-0245
BOLLETTINO DELLA SOCIETÀ PAVESE DI STORIA PATRIA,2239-2254
"BOLLETTINO DELLA SOCIETÀ PER GLI STUDI STORICI, ARCHEOLOGICI ED ARTISTICI DELLA PROVINCIA DI CUNEO",0392-0402
BOLLETTINO DELLA SOCIETÀ STORICA PINEROLESE,2035-5084
BOLLETTINO DELLA SOPRINTENDENZA PER I BENI E LE ATTIVITÀ CULTURALI,2038-4092
BOLLETTINO DELLA UNIONE STORIA ED ARTE,0394-4727
BOLLETTINO DELL'ARCHIVIO DELLE PARLATE SICILIANE,.
BOLLETTINO DELL'ARCHIVIO DELL'UFFICIO STORICO,2037-4577
BOLLETTINO DELL'ASSOCIAZIONE IASOS DI CARIA,1972-8832
BOLLETTINO DELL'ASSOCIAZIONE ITALIANA DI GERMANISTICA,1974-1944
