SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
11/C2,MINDS AND MACHINES,0924-6495,.
11/C2,NATURAL LANGUAGE AND LINGUISTIC THEORY,0167-806X,.
11/C2,NATURAL LANGUAGE SEMANTICS,0925-854X,.
11/C2,NATURAL LANGUAGE SEMANTICS,1572-865X,.
11/C2,NATURE,0028-0836,.
11/C2,NATURE GENETICS,1061-4036,.
11/C2,NATURE NEUROSCIENCE,1097-6256,.
11/C2,NATURE REVIEWS. NEUROSCIENCE,1471-003X,.
11/C2,NEUROETHICS,1874-5490,.
11/C2,NEUROETHICS,1874-5504,.
11/C2,NEW YEARBOOK FOR PHENOMENOLOGY AND PHENOMENOLOGICAL PHILOSOPHY,1533-7472,.
11/C2,NIETZSCHE-STUDIEN,0342-1422,.
11/C2,NOTES AND RECORDS OF THE ROYAL SOCIETY OF LONDON,0035-9149,.
11/C2,NOTIZIE DI POLITEIA,1128-2401,.
11/C2,NOTRE DAME JOURNAL OF FORMAL LOGIC,0029-4527,.
11/C2,NOUS,1468-0068,.
11/C2,NOÛS,0029-4624,.
11/C2,NUNCIUS,0394-7394,.
11/C2,OSIRIS,0369-7827,.
11/C2,OXFORD STUDIES IN ANCIENT PHILOSOPHY,0265-7651,.
11/C2,PACIFIC PHILOSOPHICAL QUARTERLY,0279-0750,.
11/C2,PACIFIC PHILOSOPHICAL QUARTERLY,1468-0114,.
11/C2,PARADIGMI,1120-3404,.
11/C2,PASSATO E PRESENTE,1120-0650,.
11/C2,PHÄNOMENOLOGISCHE FORSCHUNGEN,0342-8117,.
11/C2,PHILOSOPHIA,0048-3893,.
11/C2,PHILOSOPHIA,1574-9274,.
11/C2,PHILOSOPHIA MATHEMATICA,0031-8019,.
11/C2,PHILOSOPHIA SCIENTIAE,1281-2463,.
11/C2,PHILOSOPHIA SCIENTIAE,1775-4283,.
11/C2,PHILOSOPHICAL BOOKS,0031-8051,.
11/C2,PHILOSOPHICAL EXPLORATIONS,1386-9795,.
11/C2,PHILOSOPHICAL EXPLORATIONS,1741-5918,.
11/C2,PHILOSOPHICAL INVESTIGATIONS,0190-0536,.
11/C2,PHILOSOPHICAL INVESTIGATIONS,1467-9205,.
11/C2,PHILOSOPHICAL PSYCHOLOGY,0951-5089,.
11/C2,PHILOSOPHICAL PSYCHOLOGY,1465-394X,.
11/C2,PHILOSOPHICAL STUDIES,0031-8116,.
11/C2,PHILOSOPHICAL TOPICS,0276-2080,.
11/C2,PHILOSOPHIE ANTIQUE,1634-4561,.
11/C2,PHILOSOPHISCHE RUNDSCHAU,0031-8159,.
11/C2,PHILOSOPHISCHES JAHRBUCH,0031-8183,.
11/C2,PHILOSOPHY,0031-8191,.
11/C2,PHILOSOPHY,1469-817X,.
11/C2,PHILOSOPHY & SOCIAL CRITICISM,0191-4537,.
11/C2,PHILOSOPHY & SOCIAL CRITICISM,1461-734X,.
11/C2,PHILOSOPHY & TECHNOLOGY,2210-5433,.
11/C2,PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,0031-8205,.
11/C2,PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,1933-1592,.
11/C2,PHILOSOPHY AND PUBLIC AFFAIRS,1088-4963,.
11/C2,PHILOSOPHY OF SCIENCE,0031-8248,.
11/C2,PHILOSOPHY OF THE SOCIAL SCIENCES,0048-3931,.
11/C2,PHRONESIS,0031-8868,.
11/C2,"PHYSIS, RIVISTA INTERNAZIONALE DI STORIA DELLA SCIENZA",0031-9414,.
11/C2,PLOS BIOLOGY,1544-9173,.
11/C2,PLOS BIOLOGY,1545-7885,.
11/C2,PLOS MEDICINE,1549-1277,.
11/C2,PLOS MEDICINE,1549-1676,.
11/C2,PLOS ONE,1932-6203,.
11/C2,POLITICAL THEORY,0090-5917,.
11/C2,POLITICAL THEORY,1552-7476,.
11/C2,PRAGMATICS & COGNITION,0929-0907,.
11/C2,PRAGMATICS & COGNITION,1569-9943,.
11/C2,PROCEEDINGS OF THE ARISTOTELIAN SOCIETY,0066-7374,.
11/C2,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,.
11/C2,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,1091-6490,.
11/C2,PSYCHOLOGICAL REVIEW,0033-295X,.
11/C2,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,.
11/C2,QUADERNI STORICI,0301-6307,.
11/C2,QUAESTIO,1379-2547,.
11/C2,QUANTUM INFORMATION PROCESSING,1570-0755,.
11/C2,RATIO,0034-0006,.
11/C2,RATIO,1467-9329,.
11/C2,RECHERCHES DE THÉOLOGIE ET PHILOSOPHIE MÉDIÉVALES,1370-7493,.
11/C2,RENAISSANCE QUARTERLY,0034-4338,.
11/C2,RENAISSANCE QUARTERLY,1935-0236,.
11/C2,RENDICONTI LINCEI. SCIENZE FISICHE E NATURALI,2037-4631,.
11/C2,RESEARCH IN PHENOMENOLOGY,0085-5553,.
11/C2,RESEARCH IN PHENOMENOLOGY,1569-1640,.
11/C2,REVIEW OF PHILOSOPHY AND PSYCHOLOGY,1878-5158,.
11/C2,REVIEW OF PHILOSOPHY AND PSYCHOLOGY,1878-5166,.
11/C2,REVISTA DE ESTUDIOS ORTEGUIANOS,1577-0079,.
11/C2,REVUE DE MÉTAPHYSIQUE ET DE MORALE,0035-1571,.
11/C2,REVUE DE SYNTHESE,0035-1776,.
11/C2,REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,0035-2209,.
11/C2,REVUE D'ÉTHIQUE ET DE THÉOLOGIE MORALE,1266-0078,.
11/C2,RHEINISCHES MUSEUM FÜR PHILOLOGIE,0035-449X,.
11/C2,RHETORICA,0734-8584,.
11/C2,RINASCIMENTO,0080-3073,.
11/C2,RIVISTA DI ESTETICA,0035-6212,.
11/C2,RIVISTA DI FILOSOFIA,0035-6239,.
11/C2,RIVISTA DI FILOSOFIA NEO-SCOLASTICA,0035-6247,.
11/C2,RIVISTA DI STORIA DELLA FILOSOFIA,0393-2516,.
11/C2,SCHOPENHAUER-JAHRBUCH,0080-6935,.
11/C2,SCIENCE,0036-8075,.
11/C2,SCIENCE IN CONTEXT,0269-8897,.
11/C2,SEMIOTICA,0037-1998,.
11/C2,SEMIOTICA,1613-3692,.
11/C2,SISTEMI INTELLIGENTI,1120-9550,.
11/C2,SOCIAL CHOICE AND WELFARE,0176-1714,.
11/C2,SOCIAL HISTORY OF MEDICINE,0951-631X,.
11/C2,SOCIAL PHILOSOPHY & POLICY,0265-0525,.
11/C2,SOCIAL PHILOSOPHY AND POLICY,1471-6437,.
11/C2,SOCIAL STUDIES OF SCIENCE,0306-3127,.
11/C2,SOFT COMPUTING,1432-7643,.
11/C2,SOFT COMPUTING,1433-7479,.
11/C2,STORICA,1125-0194,.
11/C2,STORICA,1973-2236,.
11/C2,STUDI DI ESTETICA,0585-4733,.
11/C2,STUDI FILOSOFICI,1124-1047,.
11/C2,STUDI KANTIANI,1123-4938,.
11/C2,STUDI KANTIANI,1724-1812,.
11/C2,STUDIA LEIBNITIANA,0039-3185,.
11/C2,STUDIA LOGICA,0039-3215,.
11/C2,STUDIA SPINOZANA,0179-3896,.
11/C2,STUDIES IN HISTORY AND PHILOSOPHY OF BIOLOGICAL AND BIOMEDICAL SCIENCES,1369-8486,.
11/C2,STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS,1355-2198,.
11/C2,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681,.
11/C2,SYNTHESE,0039-7857,.
11/C2,TECHNOLOGY AND CULTURE,0040-165X,.
11/C2,TEORIA,1122-1259,.
11/C2,THE BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,1474-001X,.
11/C2,THE BRITISH JOURNAL OF AESTHETICS,0007-0904,.
11/C2,THE BULLETIN OF SYMBOLIC LOGIC,1079-8986,.
11/C2,THE JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529,.
11/C2,THE JOURNAL OF AESTHETICS AND ART CRITICISM,1540-6245,.
11/C2,THE JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,1873-5940,.
11/C2,THE JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING,2352-2216,.
11/C2,THE JOURNAL OF SYMBOLIC LOGIC,0022-4812,.
11/C2,THE LEIBNIZ REVIEW,1524-1556,.
11/C2,THE MONIST,0026-9662,.
11/C2,THE PHILOSOPHICAL QUARTERLY,0031-8094,.
11/C2,THE PHILOSOPHICAL QUARTERLY,1467-9213,.
11/C2,THE PHILOSOPHICAL REVIEW,0031-8108,.
11/C2,THE REVIEW OF METAPHYSICS,0034-6632,.
11/C2,THE REVIEW OF SYMBOLIC LOGIC,1755-0203,.
11/C2,THE SOUTHERN JOURNAL OF PHILOSOPHY,0038-4283,.
11/C2,THE SOUTHERN JOURNAL OF PHILOSOPHY,2041-6962,.
11/C2,THEORETICAL COMPUTER SCIENCE,0304-3975,.
11/C2,THEORETICAL MEDICINE AND BIOETHICS,1386-7415,.
11/C2,THEORETICAL MEDICINE AND BIOETHICS,1573-0980,.
11/C2,THEORIA,0040-5825,.
11/C2,THEORIA,0495-4548,.
11/C2,THEORIA,1755-2567,.
11/C2,THEORY & PSYCHOLOGY,0959-3543,.
11/C2,THEORY AND DECISION,0040-5833,.
11/C2,THEORY AND DECISION,1573-7187,.
11/C2,TOPOI,0167-7411,.
11/C2,TOPOI,1572-8749,.
11/C2,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,0002-9947,.
11/C2,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,1088-6850,.
11/C2,TRENDS IN COGNITIVE SCIENCES,1364-6613,.
11/C2,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,.
11/C2,VERIFICHE,0391-4186,.
11/C2,VIVARIUM,0042-7543,.
11/C2,VS,0393-8255,.
11/C2,ZEITSCHRIFT FÜR PHILOSOPHISCHE FORSCHUNG,0044-3301,.
11/C3,ACM TRANSACTIONS ON COMPUTATIONAL LOGIC,1529-3785,.
11/C3,ACTA ANALYTICA,0353-5150,.
11/C3,ACTA BIOTHEORETICA,0001-5342,.
11/C3,ACTA BIOTHEORETICA,1572-8358,.
11/C3,AESTHETICA. PRE-PRINT,0393-8522,.
11/C3,AGALMA,1723-0284,.
11/C3,AISTHESIS,2035-8466,.
11/C3,ALGEBRA AND LOGIC,0002-5232,.
11/C3,ALGEBRA AND LOGIC,1573-8302,.
11/C3,ALGEBRA UNIVERSALIS,0002-5240,.
11/C3,AMBIX,0002-6980,.
11/C3,AMERICAN PHILOSOPHICAL QUARTERLY,0003-0481,.
11/C3,ANALYSE & KRITIK,0171-5860,.
11/C3,ANALYSIS,1467-8284,.
11/C3,ANALYSIS,1591-0695,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/C3,ANCIENT PHILOSOPHY,0740-2007,.
11/C3,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
11/C3,ANNALS OF PURE AND APPLIED LOGIC,0168-0072,.
11/C3,ANNALS OF SCIENCE,0003-3790,.
11/C3,ANNUARIO FILOSOFICO,0394-1809,.
11/C3,ANTIQUORUM PHILOSOPHIA,1973-5030,.
11/C3,APEIRON,0003-6390,.
11/C3,APEIRON,2156-7093,.
11/C3,APPLIED MATHEMATICS & INFORMATION SCIENCES,1935-0090,.
11/C3,ARABIC SCIENCES AND PHILOSOPHY,0957-4239,.
11/C3,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0003-9519,.
11/C3,ARCHIVE FOR MATHEMATICAL LOGIC,0933-5846,.
11/C3,ARCHIVE FOR MATHEMATICAL LOGIC,1432-0665,.
11/C3,ARCHIVES D'HISTOIRE DOCTRINALE ET LITTERAIRE DU MOYEN AGE,0373-5478,.
11/C3,ARCHIVES INTERNATIONALES D'HISTOIRE DES SCIENCES,0003-9810,.
11/C3,ARCHIVIO DI FILOSOFIA,0004-0088,.
11/C3,ARCHIVIO DI STORIA DELLA CULTURA,1124-0059,.
11/C3,ARGUMENTATION,0920-427X,.
11/C3,ARTIFICIAL INTELLIGENCE,0004-3702,.
11/C3,ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,0890-0604,.
11/C3,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
11/C3,AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402,.
11/C3,AUT AUT,0005-0601,.
11/C3,AXIOMATHES,1122-1151,.
11/C3,AXIOMATHES,1572-8390,.
11/C3,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,.
11/C3,BEHAVIORAL AND BRAIN SCIENCES,1469-1825,.
11/C3,BEHAVIOUR,0005-7959,.
11/C3,BEHAVIOUR,1568-539X,.
11/C3,BEITRAEGE ZUR GESCHICHTE DER PHILOSOPHIE UND THEOLOGIE DES MITTELALTERS,0067-5024,.
11/C3,BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,0170-6233,.
11/C3,BERKELEY STUDIES,1947-3737,.
11/C3,BIOETHICS,0269-9702,.
11/C3,BIOETICA,1122-2344,.
11/C3,BIOLOGICAL CYBERNETICS,0340-1200,.
11/C3,BIOLOGY & PHILOSOPHY,0169-3867,.
11/C3,BOLLETTINO DEL CENTRO DI STUDI VICHIANI,0392-7334,.
11/C3,BOLLETTINO DI STORIA DELLE SCIENZE MATEMATICHE,0392-4432,.
11/C3,BRAIN AND COGNITION,0278-2626,.
11/C3,BRAIN AND COGNITION,1090-2147,.
11/C3,BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY,0960-8788,.
11/C3,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0007-0874,.
11/C3,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,0007-0882,.
11/C3,BRUNIANA & CAMPANELLIANA,1125-3819,.
11/C3,BULLETIN DE PHILOSOPHIE MEDIEVALE,0068-4023,.
11/C3,BULLETIN OF THE HISTORY OF MEDICINE,0007-5140,.
11/C3,BULLETIN OF THE HISTORY OF MEDICINE,1086-3176,.
11/C3,CAHIERS FERDINAND DE SAUSSURE,0068-516X,.
11/C3,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,0963-1801,.
11/C3,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1469-2147,.
11/C3,CANADIAN JOURNAL OF PHILOSOPHY,0045-5091,.
11/C3,CANADIAN JOURNAL OF PHILOSOPHY,1911-0820,.
11/C3,CASSIRER STUDIES,2035-3960,.
11/C3,CASSIRER STUDIES,2038-6575,.
11/C3,COGNITION,0010-0277,.
11/C3,COGNITIVE SCIENCE,0364-0213,.
11/C3,COGNITIVE SEMIOTICS,1662-1425,.
11/C3,COMPUTERS IN HUMAN BEHAVIOR,0747-5632,.
11/C3,CONSCIOUSNESS AND COGNITION,1053-8100,.
11/C3,CONTEMPORANEA,1127-3070,.
11/C3,CONTINENTAL PHILOSOPHY REVIEW (ONLINE)],1573-0611,.
11/C3,CONTINENTAL PHILOSOPHY REVIEW,1387-2842,.
11/C3,DEUTSCHE ZEITSCHRIFT FÜR PHILOSOPHIE,0012-1045,.
11/C3,DEUTSCHE ZEITSCHRIFT FÜR PHILOSOPHIE,2192-1482,.
11/C3,DIALECTICA,0012-2017,.
11/C3,DIOGENES,0392-1921,.
11/C3,DIOGENES (ENGLISH ED. ONLINE),1467-7695,.
11/C3,DISCIPLINE FILOSOFICHE,1591-9625,.
11/C3,DISPUTATIO,0873-626X,.
11/C3,DOCUMENTI E STUDI SULLA TRADIZIONE FILOSOFICA MEDIEVALE,1122-5750,.
11/C3,EARLY SCIENCE AND MEDICINE,1383-7427,.
11/C3,EARTH SCIENCES HISTORY,0736-623X,.
11/C3,ECONOMICS AND PHILOSOPHY,0266-2671,.
11/C3,ELENCHOS,0392-7342,.
11/C3,EPISTEME,1742-3600,.
11/C3,EPISTEME,1750-0117,.
11/C3,EPISTEMOLOGIA,0392-9760,.
11/C3,ERKENNTNIS,0165-0106,.
11/C3,ESTETICA. STUDI E RICERCHE,2039-6635,.
11/C3,ETHICAL THEORY AND MORAL PRACTICE,1386-2820,.
11/C3,ETHICAL THEORY AND MORAL PRACTICE,1572-8447,.
11/C3,ETHICS,0014-1704,.
11/C3,ETHICS,1539-297X,.
11/C3,EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4912,.
11/C3,EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4920,.
11/C3,EUROPEAN JOURNAL OF PHILOSOPHY,0966-8373,.
11/C3,EUROPEAN JOURNAL OF PHILOSOPHY,1468-0378,.
11/C3,EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,2036-4091,.
11/C3,EXPERIMENTAL BRAIN RESEARCH,0014-4819,.
11/C3,FACTA PHILOSOPHICA,1424-0602,.
11/C3,FILOSOFIA E QUESTIONI PUBBLICHE,1591-0660,.
11/C3,FOUNDATIONS OF PHYSICS,0015-9018,.
11/C3,FOUNDATIONS OF PHYSICS LETTERS,0894-9875,.
11/C3,FOUNDATIONS OF SCIENCE,1233-1821,.
11/C3,FRANCISCAN STUDIES,0080-5459,.
11/C3,FREIBURGER ZEITSCHRIFT FÜR PHILOSOPHIE UND THEOLOGIE,0016-0725,.
11/C3,FRONTIERS IN PSYCHOLOGY,1664-1078,.
11/C3,FUNDAMENTA INFORMATICAE,0169-2968,.
11/C3,FUZZY SETS AND SYSTEMS,0165-0114,.
11/C3,GALILAEANA,1971-6052,.
11/C3,GENESIS,1594-9281,.
11/C3,GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089,.
11/C3,GIORNALE DI METAFISICA,0017-0372,.
11/C3,GIORNALE DI METAFISICA,1825-6570,.
11/C3,GRAZER PHILOSOPHISCHE STUDIEN,0165-9227,.
11/C3,HEGEL-STUDIEN,0073-1587,.
11/C3,HEIDEGGER STUDIES,0885-4580,.
11/C3,HISTOIRE ÉPISTÉMOLOGIE LANGAGE,0750-8069,.
11/C3,HISTORIA MATHEMATICA,0315-0860,.
11/C3,HISTORIA PHILOSOPHICA,1724-6121,.
11/C3,HISTORIA PHILOSOPHICA,1824-095X,.
11/C3,HISTORICAL STUDIES IN THE NATURAL SCIENCES,1939-1811,.
11/C3,HISTORY AND PHILOSOPHY OF LOGIC,0144-5340,.
11/C3,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714,.
11/C3,HISTORY OF PHILOSOPHY QUARTERLY,0740-0675,.
11/C3,HISTORY OF SCIENCE,0073-2753,.
11/C3,HOBBES STUDIES,0921-5891,.
11/C3,HUMANA.MENTE,1972-1293,.
11/C3,HUSSERL STUDIES,0167-9848,.
11/C3,HUSSERL STUDIES,1572-8501,.
11/C3,HYLE,1433-5158,.
11/C3,INFORMATION AND COMPUTATION,0890-5401,.
11/C3,INFORMATION AND COMPUTATION,1090-2651,.
11/C3,INFORMATION SCIENCES,0020-0255,.
11/C3,INQUIRY,0020-174X,.
11/C3,INQUIRY,1502-3923,.
11/C3,INTELLECTUAL HISTORY REVIEW,1749-6977,.
11/C3,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0218-1967,.
11/C3,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,0308-1079,.
11/C3,INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,0967-2559,.
11/C3,INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,0219-7499,.
11/C3,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,0020-7748,.
11/C3,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,1572-9575,.
11/C3,INTERNATIONAL PHILOSOPHICAL QUARTERLY,0019-0365,.
11/C3,INTERNATIONAL STUDIES IN THE PHILOSOPHY OF SCIENCE,0269-8595,.
11/C3,INTERSEZIONI,0393-2451,.
11/C3,INVENTIONES MATHEMATICAE,0020-9910,.
11/C3,INVENTIONES MATHEMATICAE,1432-1297,.
11/C3,IRIDE,1122-7893,.
11/C3,ISIS,0021-1753,.
11/C3,JOURNAL FOR EIGHTEENTH-CENTURY STUDIES,1754-0194,.
11/C3,JOURNAL FOR GENERAL PHILOSOPHY OF SCIENCE,0925-4560,.
11/C3,JOURNAL FOR THE HISTORY OF ASTRONOMY,0021-8286,.
11/C3,JOURNAL OF ALGEBRA,0021-8693,.
11/C3,JOURNAL OF ALGEBRA,1090-266X,.
11/C3,JOURNAL OF ANTHROPOLOGICAL SCIENCES,1827-4765,.
11/C3,JOURNAL OF APPLIED LOGIC,1570-8683,.
11/C3,JOURNAL OF APPLIED NON-CLASSICAL LOGICS,1166-3081,.
11/C3,JOURNAL OF APPLIED NON-CLASSICAL LOGICS,1958-5780,.
11/C3,JOURNAL OF AUTOMATED REASONING,0168-7433,.
11/C3,JOURNAL OF CHINESE PHILOSOPHY,0301-8121,.
11/C3,JOURNAL OF CHINESE PHILOSOPHY,1540-6253,.
11/C3,JOURNAL OF COGNITION AND CULTURE,1567-7095,.
11/C3,JOURNAL OF ECONOMIC THEORY,0022-0531,.
11/C3,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,0096-1523,.
11/C3,JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,1567-8326,.
11/C3,JOURNAL OF LOGIC AND COMPUTATION,0955-792X,.
11/C3,"JOURNAL OF LOGIC, LANGUAGE, AND INFORMATION",0925-8531,.
11/C3,JOURNAL OF MATHEMATICAL LOGIC,0219-0613,.
11/C3,JOURNAL OF MATHEMATICAL LOGIC,1793-6691,.
11/C3,JOURNAL OF MATHEMATICAL PHYSICS,0022-2488,.
11/C3,JOURNAL OF MATHEMATICAL PHYSICS,1089-7658,.
11/C3,JOURNAL OF MEDICAL ETHICS,0306-6800,.
11/C3,JOURNAL OF MEDICINE AND PHILOSOPHY,0360-5310,.
11/C3,JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,1082-9636,.
11/C3,JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,1527-8263,.
11/C3,JOURNAL OF MORAL PHILOSOPHY,1740-4681,.
11/C3,JOURNAL OF MORAL PHILOSOPHY,1745-5243,.
11/C3,JOURNAL OF NEUROPHYSIOLOGY,0022-3077,.
11/C3,JOURNAL OF PHILOSOPHICAL LOGIC,0022-3611,.
11/C3,JOURNAL OF PHILOSOPHY,0022-362X,.
11/C3,JOURNAL OF PHYSICS A: MATHEMATICAL AND THEORETICAL,1751-8121,.
11/C3,"JOURNAL OF PHYSICS. A, MATHEMATICAL AND THEORETICAL",1751-8113,.
11/C3,JOURNAL OF PHYSICS. CONFERENCE SERIES,1742-6596,.
11/C3,JOURNAL OF POLITICAL PHILOSOPHY,0963-8016,.
11/C3,JOURNAL OF POLITICAL PHILOSOPHY,1467-9760,.
11/C3,JOURNAL OF PRAGMATICS,0378-2166,.
11/C3,JOURNAL OF PRAGMATICS,1879-1387,.
11/C3,JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049,.
11/C3,JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,.
11/C3,JOURNAL OF THE HISTORY OF IDEAS,0022-5037,.
11/C3,JOURNAL OF THE HISTORY OF IDEAS,1086-3222,.
11/C3,JOURNAL OF THE HISTORY OF PHILOSOPHY,0022-5053,.
11/C3,JOURNAL OF THE HISTORY OF PHILOSOPHY,1538-4586,.
11/C3,JOURNAL OF THE HISTORY OF THE NEUROSCIENCES,0964-704X,.
11/C3,JOURNAL OF THEORETICAL AND PHILOSOPHICAL PSYCHOLOGY,1068-8471,.
11/C3,KANTIAN REVIEW,1369-4154,.
11/C3,KANTIAN REVIEW,2044-2394,.
11/C3,KANT-STUDIEN,0022-8877,.
11/C3,KIERKEGAARD STUDIES,1430-5372,.
11/C3,KIERKEGAARD STUDIES,1612-9792,.
11/C3,KNOWLEDGE ENGINEERING REVIEW,0269-8889,.
11/C3,KNOWLEDGE ENGINEERING REVIEW,1469-8005,.
11/C3,LANGUAGE,0097-8507,.
11/C3,LAW AND PHILOSOPHY,0167-5249,.
11/C3,LAW AND PHILOSOPHY,1573-0522,.
11/C3,LES ÉTUDES PHILOSOPHIQUES,0014-2166,.
11/C3,LEXIA,1720-5298,.
11/C3,LINGUISTICS AND PHILOSOPHY,0165-0157,.
11/C3,LINGUISTICS AND PHILOSOPHY,1573-0549,.
11/C3,LOCKE STUDIES,1476-0290,.
11/C3,LOGIC AND LOGICAL PHILOSOPHY,1425-3305,.
11/C3,LOGIC JOURNAL OF THE IGPL,1367-0751,.
11/C3,LOGIC JOURNAL OF THE IGPL,1368-9894,.
11/C3,LOGICAL METHODS IN COMPUTER SCIENCE,1860-5974,.
11/C3,LOGIQUE ET ANALYSE,0024-5836,.
11/C3,MATHEMATICAL LOGIC QUARTERLY,0942-5616,.
11/C3,MATHEMATICAL LOGIC QUARTERLY,1521-3870,.
11/C3,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0960-1295,.
11/C3,MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,1469-8072,.
11/C3,MEDICAL HISTORY,0025-7273,.
11/C3,MEDICINA E MORALE,0025-7834,.
11/C3,"MEDICINE, HEALTH CARE AND PHILOSOPHY",1386-7423,.
11/C3,MEDIOEVO: RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,0391-2566,.
11/C3,MEISTER-ECKHART-JAHRBUCH,2196-6915,.
11/C3,MEMORY & COGNITION,0090-502X,.
11/C3,METASCIENCE,0815-0796,.
11/C3,MÉTHEXIS,0327-0289,.
11/C3,MICROLOGUS,1123-2560,.
11/C3,MIND,0026-4423,.
11/C3,MIND,1460-2113,.
11/C3,MIND & LANGUAGE,0268-1064,.
11/C3,MIND & LANGUAGE,1468-0017,.
11/C3,MIND & SOCIETY,1593-7879,.
11/C3,MINDS AND MACHINES,0924-6495,.
11/C3,NATURAL LANGUAGE AND LINGUISTIC THEORY,0167-806X,.
11/C3,NATURAL LANGUAGE SEMANTICS,0925-854X,.
11/C3,NATURAL LANGUAGE SEMANTICS,1572-865X,.
11/C3,NATURE,0028-0836,.
11/C3,NATURE GENETICS,1061-4036,.
11/C3,NATURE NEUROSCIENCE,1097-6256,.
11/C3,NATURE REVIEWS. NEUROSCIENCE,1471-003X,.
11/C3,NEUROETHICS,1874-5490,.
11/C3,NEUROETHICS,1874-5504,.
11/C3,NEW YEARBOOK FOR PHENOMENOLOGY AND PHENOMENOLOGICAL PHILOSOPHY,1533-7472,.
11/C3,NIETZSCHE-STUDIEN,0342-1422,.
11/C3,NOTES AND RECORDS OF THE ROYAL SOCIETY OF LONDON,0035-9149,.
11/C3,NOTIZIE DI POLITEIA,1128-2401,.
11/C3,NOTRE DAME JOURNAL OF FORMAL LOGIC,0029-4527,.
11/C3,NOUS,1468-0068,.
11/C3,NOÛS,0029-4624,.
11/C3,NUNCIUS,0394-7394,.
11/C3,OSIRIS,0369-7827,.
11/C3,OXFORD STUDIES IN ANCIENT PHILOSOPHY,0265-7651,.
11/C3,PACIFIC PHILOSOPHICAL QUARTERLY,0279-0750,.
11/C3,PACIFIC PHILOSOPHICAL QUARTERLY,1468-0114,.
11/C3,PARADIGMI,1120-3404,.
11/C3,PASSATO E PRESENTE,1120-0650,.
11/C3,PHÄNOMENOLOGISCHE FORSCHUNGEN,0342-8117,.
11/C3,PHILOSOPHIA,0048-3893,.
11/C3,PHILOSOPHIA,1574-9274,.
