TITOLO,ISSN
EDUCATION,2162-9463
EDUCATION 2.0,.
EDUCATION AND CULTURE,1085-4908
EDUCATION AND CULTURE,1559-1786
EDUCATION ET SOCIÈTES PLURILINGUES,1127-266X
EDUCATION FINANCE AND POLICY,1557-3060
EDUCATION FINANCE AND POLICY,1557-3079
EDUCATION FOR INFORMATION,0167-8329
EDUCATION PERMANENTE,0339-7513
EDUCATION RESEARCH JOURNAL,2026-6332
EDUCATION SCIENCES & SOCIETY,2038-9442
EDUCATIONAL ACTION RESEARCH,0965-0792
EDUCATIONAL ADMINISTRATION QUARTERLY,0013-161X
EDUCATIONAL ADMINISTRATION QUARTERLY,1552-3519
EDUCATIONAL ASSESSMENT,1062-7197
EDUCATIONAL ASSESSMENT,1532-6977
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,0162-3737
EDUCATIONAL GERONTOLOGY,0360-1277
EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,1741-1432
EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,1741-1440
"EDUCATIONAL MEASUREMENT, ISSUES AND PRACTICE",0731-1745
"EDUCATIONAL MEASUREMENT, ISSUES AND PRACTICE",1745-3992
Educational Philosophy and Theory,0013-1857
Educational Philosophy and Theory,1469-5812
EDUCATIONAL POLICY,0895-9048
EDUCATIONAL POLICY,1552-3896
EDUCATIONAL REFLECTIVE PRACTICES,2240-7758
EDUCATIONAL RESEARCH,0013-1881
EDUCATIONAL RESEARCH AND EVALUATION,1380-3611
EDUCATIONAL RESEARCH AND EVALUATION,1744-4187
EDUCATIONAL RESEARCH REVIEW,1747-938X
EDUCATIONAL RESEARCHER,0013-189X
EDUCATIONAL RESEARCHER,1935-102X
EDUCATIONAL REVIEW,0013-1911
EDUCATIONAL STUDIES,0305-5698
EDUCATIONAL TECHNOLOGY,0013-1962
EDUCATIONAL TECHNOLOGY & SOCIETY,1436-4522
EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,1042-1629
EDUCATIONAL THEORY,0013-2004
EDUCAZIONE,2280-7837
EDUCAZIONE & SCUOLA,1973-252X
EDUCAZIONE DEMOCRATICA,2038-579X
EDUCAZIONE INTERCULTURALE,1722-408X
EDUCAZIONE LINGUISTICA LANGUAGE EDUCATION,2280-6792
EDUCAZIONE PERMANENTE,.
EGITTO E VICINO ORIENTE,0392-6885
E-GOV,1722-3687
EGYPTIAN & EGYPTOLOGICAL DOCUMENTS ARCHIVES LIBRARIES,2038-2286
EIDOS,.
EIDOS,0394-6401
EIDOS,1692-8857
EIDOS,1824-8713
EIGHTEENTH-CENTURY STUDIES,0013-2586
EIKASIA,1885-5679
EIKASMOS,1121-8819
EKISTICS,0013-2942
EKONOMIA,1025-5508
EKONOMICHESKAIA I FILOSOFSKAIA GAZETA,.
EKONOMIKA POLJOPRIVREDE,0352-3462
EL ARGONAUTA ESPAÑOL,1765-2901
EL FUTURO DEL PASADO,1989-9289
E-LEARNING & KNOWLEDGE MANAGEMENT,.
E-LEARNING AND DIGITAL MEDIA,2042-7530
E-LEARNING PAPERS,1887-1542
ELECTROMAGNETICS,0272-6343
ELECTRONIC GOVERNMENT,1740-7494
ELECTRONIC JOURNAL OF APPLIED STATISTICAL ANALYSIS,2070-5948
ELECTRONIC JOURNAL OF E-LEARNING,1479-4403
ELECTRONIC JOURNAL OF THEORETICAL PHYSICS,1729-5254
ELECTRONIC NOTES IN THEORETICAL COMPUTER SCIENCE,1571-0661
ELEMENTARY SCHOOL JOURNAL,0013-5984
ELEMENTE DER MATHEMATIK,0013-6018
ELEMENTI,2038-3266
ELENCHOS,0392-7342
ELEPHANT & CASTLE,1826-6118
ELITE E STORIA,.
"ÉLITES",1826-8919
E-LOGOS,1211-0442
EM,1593-926X
EMBO JOURNAL,0261-4189
EMBO REPORTS,1469-221X
EMERGENCE,1521-3250
EMERGENCY CARE JOURNAL,1826-9826
EMOTION REVIEW,1754-0739
EMPIRIA,1139-5737
EMPIRICAL STUDIES OF THE ARTS,0276-2374
EN COURS,1950-845X
EN-CLAVES DEL PENSAMIENTO,1870-879X
ENCOUNTERS ON EDUCATION,1494-4936
ENCYCLOPAIDEIA,1590-492X
ENDEAVOUR,0160-9327
ENDOCRINE-RELATED CANCER,1351-0088
ENDOCRINOLOGY AND METABOLISM,1522-1555
ENDOXA,1133-5351
ENERGIA,0392-7911
ENFANCE,0013-7545
"ENFANCES, FAMILLES, GÉNÉRATIONS",1708-6310
ENFORMATIKA,1305-5313
ENGINEERING STUDIES,1937-8629
ENOMETRICA,1974-4730
ENSEÑANZA & TEACHING,.
ENTERPRISE & SOCIETY,1467-2227
ENTERPRISE & SOCIETY,1467-2235
ENTHYMEMA,2037-2426
ENTOMOLOGICAL NEWS,0013-872X
ENTREPRISES ET HISTOIRE,1161-2770
ENTRETEXTOS,1696-7356
ENVIRONMENT AND HISTORY,0967-3407
ENVIRONMENT AND PLANNING A,0308-518X
ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,0263-7758
"ENVIRONMENT AND PLANNING. C, GOVERNMENT & POLICY",0263-774X
ENVIRONMENTAL EDUCATION RESEARCH,1350-4622
ENVIRONMENTAL EDUCATION RESEARCH,1469-5871
ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765
ENVIRONMENTAL HISTORY,1084-5453
ENVIRONMENTAL MANAGEMENT,1432-1009
ENVIRONMENTAL PHILOSOPHY,1718-0198
ENVIRONMENTAL POLITICS,0964-4016
ENVIRONMENTAL PRACTICE,1466-0466
ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X
ENVIRONMENTAL SCIENCES,1569-3430
ENVIRONMENTAL SCIENCES EUROPE,2190-4707
ENVIRONMENTAL SEMEIOTICS,1971-3460
ENVIRONMENTAL VALUES,0963-2719
ENVIRONMENTS,0711-6780
EPEKEINA,2281-3209
EPETĒRIDA,1108-2704
EPHEMERA,1473-2866
EPHEMERIDES LITURGICAE,0013-9505
EPHEMERIDES THEOLOGICAE LOVANIENSES,0013-9513
EPIDEMIOLOGIA E PREVENZIONE,1120-9763
EPIDEMIOLOGIA E PSICHIATRIA SOCIALE,1121-189X
EPIDEMIOLOGY AND PSYCHIATRIC SCIENCES,2045-7960
EPILEPSIA,0013-9580
EPILEPSY & BEHAVIOR,1525-5050
EPILEPSY RESEARCH AND TREATMENT,2090-1348
EPISTEME,1413-5736
EPISTEME,1895-4421
EPISTEME NS,0798-4324
EPISTEME,1742-3600
EPISTEME,1750-0117
EPISTEMOLOGIA,0392-9760
EPOCHÉ,1085-1968
EQUILIBRI,1594-7580
ERGONOMIA,1123-7651
ERGONOMICS,0014-0139
ERGONOMICS,1366-5847
ERKENNTNIS,0165-0106
ERMENEUTICA LETTERARIA,1825-6619
"ERWAGEN, WISSEN, ETHIK",1610-3696
ERYTHEIA,0213-1986
ESAIM. COCV,1292-8119
ESAMIZDAT,1723-4042
ESE. ESTUDIOS SOBRE EDUCACIÓN,1578-7001
ESERCIZI CRITICI. LETTERATURA ED ALTRO,1723-0861
ESERCIZI FILOSOFICI,1124-8599
ESERCIZI FILOSOFICI,1970-0164
ESPACE GÉOGRAPHIQUE,0046-2497
ESPACE POPULATIONS SOCIETES,0755-7809
ESPACIO Y TIEMPO,1885-0138
"Espacio, Tiempo y Educación",2340-7263
"ESPACIO, TIEMPO Y FORMA. SERIE II, HISTORIA ANTIGUA",1130-1082
"ESPACIO, TIEMPO Y FORMA. SERIE V, HISTORIA CONTEMPORÁNEA",1130-0124
E-SPANIA,1951-6169
ESPERANTO,0014-0635
ESPERIENZE LETTERARIE,0392-3495
ESPERIENZE SOCIALI,0423-4014
ESPILL,0210-587X
ESPÍRITU,0014-0716
ESSAYS IN PHILOSOPHY,1526-0569
ESTETICA,1824-3126
ESTETICA. STUDI E RICERCHE,2039-6635
"ESTUARINE, COASTAL AND SHELF SCIENCE",0272-7714
ESTUDIOS BIBLICOS,0014-1437
ESTUDIOS DE CULTURA NAHUATL,0071-1675
ESTUDIOS DE FILOSOFÍA,0121-3628
ESTUDIOS DE HISTORIA NOVOHISPANA,0185-2523
ESTUDIOS HISTÓRICOS,1688-5317
ESTUDIOS INTERDISCIPLINARIOS DE AMERICA LATINA Y EL CARIBE,0792-7061
ESTUDIOS MIGRATORIOS,1136-0291
ESTUDIOS MIGRATORIOS LATINOAMERICANOS,0326-7458
ESTUDIOS NIETZSCHE,1578-6676
ESTUDIOS SOCIALES CONTEMPORÁNEOS,1850-6747
ESTUDIS,0210-9093
ESTUDIS ROMÀNICS,0211-8572
ESTUDIS SEMIÒTICS,0213-1560
ESTUDOS,0102-5465
ESTUDOS IBERO-AMERICANOS,0101-4064
ESTUDOS ITALIANOS EM PORTUGAL,0870-8584
ESTUDOS NIETZSCHE,2179-3441
ETA' EVOLUTIVA,0392-0658
ETHIC@,1677-2954
ETHICA,1021-8122
ETHICAL PERSPECTIVES,1370-0049
ETHICAL THEORY AND MORAL PRACTICE,1386-2820
ETHICAL THEORY AND MORAL PRACTICE,1572-8447
ETHICS,0014-1704
ETHICS,1539-297X
ETHICS & MEDICINE,0266-688X
Ethics and Education,1744-9642
Ethics and Education,1744-9650
ETHICS AND INFORMATION TECHNOLOGY,1388-1957
ETHICS IN PROGRESS,2084-9257
ETHIK IN DER MEDIZIN,0935-7335
ETHIK UND SOZIALWISSENSCHAFTEN,0937-938X
ETHNIC AND RACIAL STUDIES,0141-9870
ETHNOGRAPHIE,0336-1438
ETHNOGRAPHIQUES.ORG,1961-9162
ETHNOGRAPHY,1466-1381
ETHNOGRAPHY,1741-2714
ETHNOHISTORY,0014-1801
ETHNOLOGIA EUROPAEA,0425-4597
ETHNOLOGIE FRANCAISE,0046-2616
ETHNOPOLIS,.
ETHNOPOLITICS,1744-9057
ETHNOPOLITICS PAPERS,2048-075X
ETHNORÊMA,1826-8803
ETHOS,0860-8024
ETICA & POLITICA,1825-5167
ETICA E LETTERATURA,2036-5543
ETICA ED ECONOMIA,1594-7599
ETICA PER LE PROFESSIONI,1591-7649
ETNOANTROPOLOGIA,.
ETNOANTROPOLOGIA,2284-0176
ETNOANTROPOLOGIA ONLINE,.
ETNOFOOR,0921-5158
ETNOGRAFIA E RICERCA QUALITATIVA,1973-3194
ETNOGRÁFICA,0873-6561
ETNOSISTEMI,1122-6234
ETNOSTORIA,.
ETUDES CHINOISES,0755-5857
ETUDES CORSES,0338-361X
ETUDES DE LETTRES,0014-2026
"ÉTUDES DE LINGUISTIQUE APPLIQUÉE",0071-190X
ETUDES ÉPISTÉMÈ,1634-0450
"ÉTUDES INTERCULTURELLES",1962-3364
ETUDES INUIT,0701-1008
ETUDES NAPOLÉONIENNES,1156-9778
"ÉTUDES PHÉNOMÉNOLOGIQUES",0773-7912
"ÉTUDES PLATONICIENNES",1770-9687
"ÉTUDES RICOEURIENNES",2156-7808
"ÉTUDES ROMANES DE BRNO",1803-7399
ETUDES RURALES,0014-2182
ETUDES TSIGANES,0014-2247
EUDIA,2281-9193
EUNOMIA,2280-8949
EUPHROSYNE,0870-0133
EURASIA. RIVISTA DI STUDI GEOPOLITICI,1828-0692
EURASIAN GEOGRAPHY AND ECONOMICS,1538-7216
EURASIAN STUDIES,1722-0750
EURESIS,1223-1193
EUROLIMES,1841-9259
EUROPA EUROPE,1594-3593
EUROPA ORIENTALIS,0392-4580
EUROPAEA,1124-5425
EUROPE,0014-2751
EUROPEAN BULLETIN OF HIMALAYAN RESEARCH,0943-8254
EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,1018-8827
EUROPEAN EDUCATION,1056-4934
EUROPEAN EDUCATIONAL RESEARCH JOURNAL,1474-9041
EUROPEAN ENDOCRINOLOGY,1758-3772
EUROPEAN FOREIGN AFFAIRS REVIEW,1384-6299
EUROPEAN GERIATRIC MEDICINE,1878-7649
EUROPEAN HISTORY QUARTERLY,0265-6914
EUROPEAN JOURNAL FOR PHILOSOPHY OF RELIGION,1689-8311
EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4912
EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4920
EUROPEAN JOURNAL FOR SEMIOTIC STUDIES,1015-0102
EUROPEAN JOURNAL FOR SPORT AND SOCIETY,1613-8171
EUROPEAN JOURNAL OF ADAPTED PHYSICAL ACTIVITY,1803-3857
EUROPEAN JOURNAL OF AGRONOMY,1161-0301
EUROPEAN JOURNAL OF ANALYTIC PHILOSOPHY,1845-8475
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,1439-6319
EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY,1439-6327
EUROPEAN JOURNAL OF CANCER CARE,0961-5423
EUROPEAN JOURNAL OF CANCER PREVENTION,0959-8278
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,0014-2972
EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,1365-2362
EUROPEAN JOURNAL OF CLINICAL NUTRITION,0954-3007
EUROPEAN JOURNAL OF CLINICAL NUTRITION,1476-5640
EUROPEAN JOURNAL OF EAST ASIAN STUDIES,1568-0584
EUROPEAN JOURNAL OF EDUCATION,0141-8211
EUROPEAN JOURNAL OF EDUCATION AND PSYCHOLOGY,1888-8992
EUROPEAN JOURNAL OF ENDOCRINOLOGY,0804-4643
EUROPEAN JOURNAL OF ENDOCRINOLOGY,1479-683X
EUROPEAN JOURNAL OF ENTOMOLOGY,1210-5759
EUROPEAN JOURNAL OF HOUSING POLICY,1461-6718
EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1434-1948
EUROPEAN JOURNAL OF INTEGRATIVE MEDICINE,1876-3820
EUROPEAN JOURNAL OF JEWISH STUDIES,2213-4972
EUROPEAN JOURNAL OF NEUROLOGY,1351-5101
EUROPEAN JOURNAL OF NEUROLOGY,1468-1331
EUROPEAN JOURNAL OF NEUROSCIENCE,0953-816X
EUROPEAN JOURNAL OF ONCOLOGY,1128-6598
EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,1090-3798
EUROPEAN JOURNAL OF PHILOSOPHY,0966-8373
EUROPEAN JOURNAL OF PHILOSOPHY,1468-0378
EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,1827-1804
EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE,1973-9087
EUROPEAN JOURNAL OF PHYSICS,0143-0807
EUROPEAN JOURNAL OF POLITICAL THEORY,1474-8851
EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,2036-4091
EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,2047-4873
EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION,0256-2928
EUROPEAN JOURNAL OF RADIOLOGY,0720-048X
EUROPEAN JOURNAL OF SCHOOL PSYCHOLOGY,1723-7254
EUROPEAN JOURNAL OF SCIENCE AND THEOLOGY,1842-8517
EUROPEAN JOURNAL OF SOCIAL THEORY,1368-4310
EUROPEAN JOURNAL OF SOCIAL WORK,1369-1457
EUROPEAN JOURNAL OF SOIL SCIENCE,1351-0754
EUROPEAN JOURNAL OF SPECIAL NEEDS EDUCATION,0885-6257
EUROPEAN JOURNAL OF SUSTAINABLE DEVELOPMENT,2239-5938
EUROPEAN JOURNAL OF TEACHER EDUCATION,0261-9768
EUROPEAN JOURNAL OF TEACHER EDUCATION,1469-5928
EUROPEAN JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,0967-2567
EUROPEAN JOURNAL OF TOURISM AND HOSPITALITY RESEARCH,1647-9254
EUROPEAN JOURNAL OF TRANSPORT AND INFRASTRUCTURE RESEARCH,1567-7141
EUROPEAN JOURNAL OF WOMEN'S STUDIES,1350-5068
EUROPEAN PLANNING STUDIES,0965-4313
EUROPEAN PLANNING STUDIES,1469-5944
EUROPEAN POLITICAL ECONOMY REVIEW,1742-5697
EUROPEAN PSYCHOLOGIST,1016-9040
EUROPEAN PUBLIC LAW,1354-3725
EUROPEAN RADIOLOGY,0938-7994
EUROPEAN RESPIRATORY JOURNAL,0903-1936
EUROPEAN RESPIRATORY JOURNAL,1399-3003
EUROPEAN REVIEW,1062-7987
EUROPEAN REVIEW OF ECONOMIC HISTORY,1361-4916
EUROPEAN REVIEW OF HISTORY,1350-7486
EUROPEAN REVIEW OF HISTORY,1469-8293
EUROPEAN REVIEW OF INDUSTRIAL ECONOMICS AND POLICY,2109-9480
EUROPEAN REVIEW ON AGING AND PHYSICAL ACTIVITY,1813-7253
EUROPEAN REVIEW ON AGING AND PHYSICAL ACTIVITY,1861-6909
EUROPEAN SPATIAL RESEARCH AND POLICY,1231-1952
EUROPEAN STUDIES IN SPORTS HISTORY,1999-8589
EUROPEAN TRANSPORT RESEARCH REVIEW,1867-0717
EUROPEAN TRANSPORT/TRASPORTI EUROPEI,1825-3997
EUROPEAN URBAN AND REGIONAL STUDIES,0969-7764
EUROPE'S JOURNAL OF PSYCHOLOGY,1841-0413
EUROPHYSICS LETTERS,0295-5075
EUROPRESSRESEARCH,1972-201X
EUROSTUDIUM3W,1973-9443
EUTIFRONE,1972-6163
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,1741-427X
EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,1741-4288
EVOLUTION,1936-6426
EVOLUTION PSYCHIATRIQUE,0014-3855
EVOLUTIONARY ECOLOGY,0269-7653
EVOLUTIONARY ECOLOGY RESEARCH,1522-0613
EVROPEJSKIJ ISSLEDOVATELʹ,2219-8229
EX AEQUO,0874-5560
EXEMPLARIA CLASSICA,1699-3225
EXISTENTIA,1215-5950
EXPERIMENTAL AGING RESEARCH,0361-073X
EXPERIMENTAL AGING RESEARCH,1096-4657
EXPERIMENTAL BRAIN RESEARCH,0014-4819
EXPERIMENTAL BRAIN RESEARCH,1432-1106
EXPERIMENTAL ECONOMICS,1386-4157
EXPERIMENTAL GERONTOLOGY,0531-5565
EXPERIMENTAL GERONTOLOGY,1873-6815
EXPERIMENTAL PHYSIOLOGY,0958-0670
EXPERIMENTAL PHYSIOLOGY,1469-445X
EXPLORATIONS IN ECONOMIC HISTORY,0014-4983
EXPRESSIONS MAGHRÉBINES,1540-0085
EXTENSIONS AND CORRECTIONS TO THE UDC,0014-5424
FABULA,0014-6242
FABULA,1613-0464
FACTA PHILOSOPHICA,1424-0602
FAENZA,0014-679X
FAMIGLIA E MINORI,.
FAMIGLIA OGGI,1720-9471
FAMILY MEDICINE,0742-3225
FARESTORIA,0393-6988
FASHION THEORY,1362-704X
FASIS,2279-7734
FATA MORGANA,1970-5786
FAVENTIA,0210-7570
FEDERALISMI.IT,1826-3534
FEIXIANG -VOLANDO,.
FEMINIST ECONOMICS,1354-5701
FENNIA,1798-5617
FENOMENOLOGIA E SOCIETÀ,0394-2759
FIBER,1946-1534
FICTIONS,1721-3673
FIDES QUAERENS,2035-6986
FIERI,1824-6966
FILLIDE,2281-5007
FILOLOGIA ANTICA E MODERNA,1123-4059
FILOLOGIA E CRITICA,0391-2493
FILOLOGIA GERMANICA,2036-8992
FILOLOGIA ITALIANA,1724-6113
FILOLOGIA MEDIOLATINA,1124-0008
FILOSOFIA,0015-1823
FILOSOFIA DEI DIRITTI UMANI,1129-972X
FILOSOFIA DELL'ARTE,1826-2244
FILOSOFIA E QUESTIONI PUBBLICHE,1591-0660
FILOSOFIA E TEOLOGIA,1824-4963
FILOSOFIÂ OBRAZOVANIÂ,1811–0916
FILOSOFIA OGGI,0392-9744
FILOSOFIA POLITICA,0394-7297
FILOSOFICKY CASOPIS,0015-1831
FILOZOFSKI VESTNIK,0353-4510
FINANCIAL HISTORY REVIEW,0968-5650
FINANCIAL HISTORY REVIEW,1474-0052
FIRMANA,1127-3119
FITOSOCIOLOGIA,1125-9078
FIUME,.
FLORENSIA,1123-573X
FLORENTIA ILIBERRITANA,1131-8848
FOCAAL,0920-1297
FOCUS MUL,0940-9998
FOEDUS,1594-8447
FOGLI CAMPOSTRINI,2240-7863
FOGLI DI FILOSOFIA,2037-920X
FOGLI DI LAVORO PER IL DIRITTO INTERNAZIONALE,1973-3585
FOLIA ELECTRONICA CLASSICA,.
FOLIA HISTORICA BOHEMICA,0231-7494
FOLIA HUMANISTICA,0015-5594
FOLIA PRIMATOLOGICA,0015-5713
FONTES,1127-6851
FONTI E DOCUMENTI,0391-447X
FONTI MUSICALI ITALIANE,1594-7963
FOOD & HISTORY,1780-3187
"FOOD, CULTURE, & SOCIETY",1552-8014
FOOT & ANKLE INTERNATIONAL,1071-1007
FOR,1828-1966
FOR,1972-506X
FORENSIC SCIENCE INTERNATIONAL,0379-0738
FORESIGHT,1463-6689
FOREST@,1824-0119
FORM@RE,1825-7321
FORMAMENTE,1970-7118
FORMAZIONE & INSEGNAMENTO,1973-4778
FORMAZIONE & INSEGNAMENTO,2279-7505
FORMAZIONE E LAVORO,0015-7767
FORMAZIONE PSICHIATRICA,0394-8897
FORME DI VITA,1973-3607
FORO DE EDUCACIÓN,1698-7799
Foro de Educación,1698-7802
FORSCHENDE KOMPLEMENTÄRMEDIZIN,1661-4119
FORTVNATAE,1131-6810
FORUM BOSNAE,1512-5122
FORUM ITALICUM,0014-5858
FORUM IULII,0393-0041
FORUM MATHEMATICUM,0933-7741
FORUM PHILOSOPHICUM,1426-1898
FORUM INTERDISZIPLINÄRE BEGRIFFSGESCHICHTE,2195-0598
FOUNDATIONS OF PHYSICS,0015-9018
FOUNDATIONS OF PHYSICS LETTERS,0894-9875
FOUNDATIONS OF SCIENCE,1233-1821
FRAGMENTA ENTOMOLOGICA,0429-288X
FRANCIA,0251-3609
FRANCIA 2 FRUHE NEUZEIT,0937-7743
FRANCISCAN STUDIES,0080-5459
FRANCISCANA,1129-230X
FRANCOFONIA,1121-953X
FRATE FRANCESCO,0016-0091
FREE RADICAL BIOLOGY & MEDICINE,0891-5849
FREIBURGER ZEITSCHRIFT FÜR PHILOSOPHIE UND THEOLOGIE,0016-0725
FREIE ASSOZIATION,1434-7849
FRENCH COLONIAL HISTORY,1539-3402
FRENCH COLONIAL HISTORY,1543-7787
FRENCH HISTORICAL STUDIES,0016-1071
FRENCH HISTORICAL STUDIES,1527-5493
FRESHWATER BIOLOGY,0046-5070
FRONESIS,1315-6268
FRONESIS,1825-3628
FRONTIERA D'EUROPA,1723-4611
FRONTIERES,1180-3479
FRONTIERS IN COGNITION,.
FRONTIERS IN NEUROENGINEERING,1662-6443
FRONTIERS IN NEUROROBOTICS,1662-5218
FRONTIERS IN NEUROSCIENCE,1662-453X
FRONTIERS IN NEUROSCIENCE,1662-4548
FRONTIERS IN PSYCHOLOGY,1664-1078
FRONTIERS OF HISTORY IN CHINA,1673-3401
FRONTIERS OF HISTORY IN CHINA,1673-3525
FRÜHMITTELALTERLICHE STUDIEN,0071-9706
FRÜHNEUZEIT-INFO,0940-4007
FUNCTIONAL NEUROLOGY,0393-5264
FUNDAMENTA INFORMATICAE,0169-2968
FUNGAL GENETICS AND BIOLOGY,1087-1845
FUORIQUADRO,1826-154X
FUORIVISTA,.
FUORIVISTA,2035-0147
FUTURE GENERATION COMPUTER SYSTEMS,0167-739X
FUTURES,0016-3287
FUTURIBILI,1971-0720
FUTUROPA,1998-1457
FUZZY SETS AND SYSTEMS,0165-0114
FYSIKI AGOGI ATHLITISMOS YGEIA,1108-7757
GAIT & POSTURE,0966-6362
GAIT & POSTURE,1879-2219
GALÁXIA,1519-311X
GALÁXIA,1982-2553
GALENOS,1973-5049
GALILAEANA,1971-6052
GALILEO,0797-9533
GALILEO,1122-9160
GASTRONOMIC SCIENCES,1973-610X
GAZETA DE ANTROPOLOGÍA,0214-7564
GAZETO INTERNACIA DE ANTROPOLOGIO,1886-9599
GAZETTE DU LIVRE MÉDIÉVAL,0753-5015
GCB BIOENERGY,1757-1693
GENDER & HISTORY,0953-5233
GENDER & HISTORY,1468-0424
GENDER & SOCIETY,0891-2432
GENDER & SOCIETY,1552-3977
GENDER AND EDUCATION,0954-0253
"GENDER, PLACE AND CULTURE",1360-0524
"GENDER, PLACE, AND CULTURE",0966-369X
GENERAL RELATIVITY AND GRAVITATION,0001-7701
GENERATIONENGERECHTIGKEI,1617-1799
GENERAZIONI,1825-7631
GÊNERO,1517-9699
GENÈSES,1155-3219
GENÈSES,1776-2944
GENESIS,1167-5101
GENESIS,1526-954X
GENESIS,1594-9281
"GENRE, SEXUALITÉ & SOCIÉTÉ",2104-3736
GEO UERJ,1981-9021
GEO.ALP,1824-7741
GEOCARPATHICA,1582-4950
GEODERMA,0016-7061
GEOFORUM,0016-7185
GEOGRAFIA,1123-5586
GEOGRAFIA FISICA E DINAMICA QUATERNARIA,0391-9838
GEOGRAFIE. SBORNÍK CESKÉ GEOGRAFICKÉ SPOLECNOSTI,1212-0014
"GEOGRAFISKA ANNALER, SERIES B: HUMAN GEOGRAPHY",1468-0467
"GEOGRAFISKA ANNALER. SERIES B, HUMAN GEOGRAPHY",0435-3684
GEOGRAFSKI VESTNIK,0350-3895
GEOGRAPHIA ANTIQUA,1121-8940
GEOGRAPHICA HELVETICA,0016-7312
GEOGRAPHICAL RESEARCH,1745-5863
GEOGRAPHICAL REVIEW,0016-7428
GEOGRAPHICAL REVIEW OF JAPAN. SERIES B,1883-4396
GÉOGRAPHIE ET CULTURES,1165-0354
"GÉOGRAPHIE, ECONOMIE ET SOCIÉTÉ",1295-926X
GEOGRAPHY,0016-7487
GEOGRAPHY COMPASS,1749-8198
"GEOGRAPHY, ENVIRONMENT, SUSTAINABILITY",2071-9388
GEOHERITAGE,1867-2477
GEOINFORMATICA,1384-6175
GEOINFORMATICA,1573-7624
GEOJOURNAL,0343-2521
GEOJOURNAL OF TOURISM AND GEOSITES,2065-0817
GEOLOGICA ROMANA,0435-3927
GEOMEDIA,1128-8132
GEOMORPHOLOGY,0169-555X
GEOPOLITICA,.
GEOPOLITICS,1465-0045
GEOPOLITICS,1557-3028
GEOPOLITIQUE,0752-1693
GEORG-FORSTER-STUDIEN,1439-9105
GEORGIAN MEDICAL NEWS,1512-0112
GEOSTORIE,1593-4578
GEOTEMA,1126-7798
GEOTEMAS,1576-5172
GERBERTUS,2038-355X
GERION,0213-0181
GERMAN JOURNAL OF PSYCHIATRY,1433-1055
GERONTOLOGY,0304-324X
GERONTOLOGY,1423-0003
GESCHICHTE DER GERMANISTIK,1613-0758
GESCHICHTE UND GESELLSCHAFT,0340-613X
GESCHICHTE UND REGION/STORIA E REGIONE,1121-0303
GESNERUS,0016-9161
GESTALT THEORY,0170-057X
GESTURE,1568-1475
GETTY RESEARCH JOURNAL,1944-8740
GEWINA,0928-303X
GHANA STUDIES,1536-5514
GIANO,1124-9021
GIMT. GIORNALE ITALIANO DELLE MALATTIE DEL TORACE,1127-0810
GINESTRA,1436-2260
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089
GIORNALE CRITICO DI STORIA DELLE IDEE,2035-732X
GIORNALE CRITICO DI STORIA DELLE IDEE,2240-7995
GIORNALE DELLA ACCADEMIA DI MEDICINA DI TORINO,0367-4770
GIORNALE DELL'ARTERIOSCLEROSI,0017-0224
GIORNALE DI ASTRONOMIA,0390-1106
GIORNALE DI DIRITTO DEL LAVORO E DI RELAZIONI INDUSTRIALI,1720-4321
GIORNALE DI FILOSOFIA,1827-5834
GIORNALE DI FILOSOFIA DELLA RELIGIONE,1826-6150
GIORNALE DI FILOSOFIA DELLA RELIGIONE,2284-2950
GIORNALE DI FISICA DELLA SOCIETÀ ITALIANA DI FISICA,0017-0283
GIORNALE DI GERONTOLOGIA,0017-0305
GIORNALE DI MEDICINA MILITARE,0017-0364
GIORNALE DI METAFISICA,0017-0372
GIORNALE DI METAFISICA,1825-6570
